parcel_id,year,season,crop,area,production,yield,sowing_date,harvest_date,fertilizer,pesticide,irrigation_count
P0292,2022,Summer,Rice,2.83,14.23,5.03,2022-10-03,2023-02-22,Organic Compost,None,15
P0292,2023,Kharif,Groundnut,2.83,6.4,2.26,2023-06-09,2023-10-25,NPK 19:19:19,Chlorpyrifos,8
P0292,2023,Rabi,Groundnut,2.83,5.6,1.98,2023-11-08,2024-03-25,MOP,Chlorpyrifos,17
P0292,2023,Summer,Groundnut,2.83,8.49,3.0,2023-11-01,2024-03-25,MOP,None,17
P0292,2024,Kharif,Rice,2.83,11.21,3.96,2024-06-26,2024-10-14,Urea,Chlorpyrifos,19
P0293,2020,Kharif,Sugarcane,1.38,1.88,1.36,2020-06-18,2020-10-08,NPK 19:19:19,Chlorpyrifos,10
P0293,2021,Rabi,Rice,1.38,6.33,4.59,2021-06-27,2021-10-05,MOP,Carbendazim,12
P0293,2021,Summer,Rice,1.38,4.87,3.53,2021-07-28,2021-12-05,MOP,Tricyclazole,25
P0293,2022,Kharif,Rice,1.38,8.49,6.15,2022-10-21,2023-03-03,Urea,Tricyclazole,13
P0293,2022,Rabi,Rice,1.38,4.66,3.38,2022-11-07,2023-02-28,DAP,Chlorpyrifos,23
P0293,2022,Summer,Rice,1.38,5.67,4.11,2022-07-05,2022-11-08,NPK 19:19:19,Chlorpyrifos,15
P0293,2023,Rabi,Sugarcane,1.38,2.9,2.1,2023-11-24,2024-03-30,NPK 19:19:19,Carbendazim,24
P0293,2023,Summer,Rice,1.38,6.1,4.42,2023-10-25,2024-02-26,NPK 19:19:19,Tricyclazole,17
P0293,2024,Kharif,Rice,1.38,6.55,4.75,2024-10-09,2025-02-24,Urea,Chlorpyrifos,21
P0293,2024,Rabi,Sugarcane,1.38,3.97,2.88,2024-07-28,2024-12-21,NPK 19:19:19,Tricyclazole,24
P0294,2020,Kharif,Rice,3.19,15.69,4.92,2020-10-08,2021-02-10,NPK 19:19:19,Chlorpyrifos,13
P0294,2021,Rabi,Rice,3.19,14.96,4.69,2021-06-16,2021-10-22,MOP,Chlorpyrifos,17
P0294,2022,Rabi,Rice,3.19,15.76,4.94,2022-07-07,2022-10-21,Urea,None,11
P0294,2022,Summer,Rice,3.19,12.47,3.91,2022-06-06,2022-09-29,Organic Compost,None,11
P0294,2023,Kharif,Rice,3.19,7.97,2.5,2023-10-07,2024-01-19,MOP,Chlorpyrifos,23
P0294,2023,Rabi,Rice,3.19,10.11,3.17,2023-10-16,2024-02-08,Urea,Carbendazim,10
P0294,2024,Kharif,Sugarcane,3.19,9.95,3.12,2024-06-17,2024-10-21,DAP,Tricyclazole,19
P0294,2024,Summer,Rice,3.19,17.99,5.64,2024-11-21,2025-03-12,MOP,Tricyclazole,25
P0295,2020,Kharif,Rice,2.54,12.37,4.87,2020-07-11,2020-10-25,Organic Compost,Chlorpyrifos,21
P0295,2020,Rabi,Rice,2.54,16.0,6.3,2020-07-11,2020-10-21,DAP,None,9
P0295,2020,Summer,Rice,2.54,14.73,5.8,2020-06-11,2020-10-19,Organic Compost,Tricyclazole,8
P0295,2021,Kharif,Rice,2.54,10.54,4.15,2021-06-19,2021-11-05,MOP,Chlorpyrifos,21
P0295,2021,Rabi,Sugarcane,2.54,3.91,1.54,2021-10-02,2022-02-13,Organic Compost,None,20
P0295,2021,Summer,Rice,2.54,10.13,3.99,2021-06-10,2021-09-20,DAP,Tricyclazole,14
P0295,2022,Rabi,Sugarcane,2.54,3.78,1.49,2022-06-09,2022-11-04,Urea,Chlorpyrifos,8
P0295,2022,Summer,Rice,2.54,14.73,5.8,2022-06-02,2022-10-01,NPK 19:19:19,Chlorpyrifos,20
P0295,2023,Kharif,Sugarcane,2.54,8.79,3.46,2023-06-21,2023-10-10,MOP,Tricyclazole,17
P0295,2023,Rabi,Rice,2.54,13.26,5.22,2023-11-20,2024-04-01,Organic Compost,Chlorpyrifos,10
P0295,2024,Kharif,Rice,2.54,11.89,4.68,2024-10-06,2025-01-23,DAP,Chlorpyrifos,12
P0295,2024,Rabi,Rice,2.54,6.35,2.5,2024-10-09,2025-01-19,Organic Compost,Chlorpyrifos,25
P0295,2024,Summer,Rice,2.54,8.41,3.31,2024-11-25,2025-03-28,Urea,Tricyclazole,17
P0296,2020,Kharif,Rice,2.49,5.63,2.26,2020-11-18,2021-03-01,Organic Compost,Chlorpyrifos,16
P0296,2020,Rabi,Rice,2.49,14.34,5.76,2020-11-14,2021-04-01,DAP,Tricyclazole,19
P0296,2020,Summer,Rice,2.49,11.08,4.45,2020-06-09,2020-10-08,Organic Compost,Tricyclazole,19
P0296,2021,Rabi,Sugarcane,2.49,6.1,2.45,2021-11-02,2022-03-21,DAP,None,22
P0296,2021,Summer,Rice,2.49,13.57,5.45,2021-06-26,2021-10-18,Organic Compost,None,17
P0296,2022,Summer,Rice,2.49,7.94,3.19,2022-11-19,2023-03-25,Urea,None,10
P0296,2023,Summer,Rice,2.49,5.05,2.03,2023-07-11,2023-10-30,NPK 19:19:19,Chlorpyrifos,13
P0296,2024,Kharif,Sugarcane,2.49,3.78,1.52,2024-06-22,2024-11-05,NPK 19:19:19,Carbendazim,12
P0296,2024,Rabi,Sugarcane,2.49,4.86,1.95,2024-07-08,2024-10-23,MOP,None,25
P0296,2024,Summer,Rice,2.49,10.31,4.14,2024-06-01,2024-09-13,NPK 19:19:19,None,17
P0297,2020,Rabi,Rice,1.09,2.73,2.5,2020-06-11,2020-11-06,Organic Compost,Carbendazim,8
P0297,2020,Summer,Rice,1.09,6.17,5.66,2020-06-27,2020-11-22,NPK 19:19:19,Tricyclazole,15
P0297,2021,Kharif,Groundnut,1.09,2.73,2.5,2021-11-08,2022-03-11,Urea,Tricyclazole,21
P0297,2022,Rabi,Rice,1.09,6.14,5.63,2022-07-23,2022-11-11,Organic Compost,Tricyclazole,23
P0297,2022,Summer,Rice,1.09,5.82,5.34,2022-11-14,2023-03-14,Urea,Chlorpyrifos,17
P0297,2023,Kharif,Groundnut,1.09,2.3,2.11,2023-10-15,2024-02-20,Urea,Carbendazim,9
P0297,2023,Rabi,Rice,1.09,2.92,2.68,2023-11-11,2024-03-02,NPK 19:19:19,Tricyclazole,19
P0297,2024,Kharif,Rice,1.09,5.62,5.16,2024-11-17,2025-04-05,Organic Compost,None,20
P0297,2024,Rabi,Groundnut,1.09,1.95,1.79,2024-06-16,2024-09-30,Urea,None,10
P0298,2020,Kharif,Rice,1.52,8.56,5.63,2020-07-10,2020-12-01,MOP,Carbendazim,17
P0298,2020,Rabi,Sugarcane,1.52,5.08,3.34,2020-07-03,2020-11-23,NPK 19:19:19,None,23
P0298,2020,Summer,Rice,1.52,7.71,5.07,2020-06-19,2020-09-27,NPK 19:19:19,Carbendazim,17
P0298,2021,Kharif,Rice,1.52,6.29,4.14,2021-06-18,2021-10-18,Urea,Chlorpyrifos,16
P0298,2022,Kharif,Rice,1.52,6.2,4.08,2022-11-13,2023-02-26,NPK 19:19:19,None,14
P0298,2022,Rabi,Rice,1.52,3.91,2.57,2022-06-04,2022-10-25,DAP,Chlorpyrifos,10
P0298,2022,Summer,Rice,1.52,9.45,6.22,2022-11-06,2023-02-15,MOP,Tricyclazole,20
P0298,2023,Kharif,Sugarcane,1.52,1.76,1.16,2023-10-01,2024-01-10,Urea,Carbendazim,17
P0298,2023,Rabi,Sugarcane,1.52,3.62,2.38,2023-06-23,2023-10-29,DAP,Carbendazim,10
P0298,2024,Kharif,Rice,1.52,4.23,2.78,2024-10-25,2025-03-18,Urea,None,16
P0298,2024,Rabi,Sugarcane,1.52,3.02,1.99,2024-10-10,2025-03-01,NPK 19:19:19,Chlorpyrifos,16
P0298,2024,Summer,Rice,1.52,7.45,4.9,2024-07-08,2024-10-19,MOP,Chlorpyrifos,10
P0299,2020,Kharif,Sugarcane,2.24,3.49,1.56,2020-10-13,2021-01-24,Organic Compost,Carbendazim,11
P0299,2020,Rabi,Rice,2.24,13.75,6.14,2020-07-08,2020-11-02,NPK 19:19:19,Tricyclazole,18
P0299,2021,Kharif,Sugarcane,2.24,4.05,1.81,2021-10-14,2022-02-07,DAP,None,21
P0299,2021,Rabi,Rice,2.24,4.82,2.15,2021-10-01,2022-02-05,MOP,Carbendazim,11
P0299,2022,Kharif,Sugarcane,2.24,6.03,2.69,2022-06-08,2022-10-27,NPK 19:19:19,Chlorpyrifos,11
P0299,2022,Rabi,Rice,2.24,13.04,5.82,2022-11-18,2023-04-05,Urea,Tricyclazole,25
P0299,2022,Summer,Rice,2.24,5.02,2.24,2022-11-24,2023-03-28,Organic Compost,Chlorpyrifos,8
P0299,2023,Rabi,Rice,2.24,9.41,4.2,2023-10-21,2024-02-16,NPK 19:19:19,Chlorpyrifos,15
P0299,2024,Rabi,Sugarcane,2.24,5.62,2.51,2024-07-14,2024-12-09,Urea,None,21
P0299,2024,Summer,Rice,2.24,12.92,5.77,2024-07-27,2024-11-27,Urea,Tricyclazole,18
P0300,2020,Rabi,Groundnut,0.74,2.43,3.28,2020-11-01,2021-02-14,Urea,Carbendazim,20
P0300,2020,Summer,Groundnut,0.74,2.1,2.84,2020-10-21,2021-01-30,MOP,Chlorpyrifos,8
P0300,2021,Rabi,Rice,0.74,3.09,4.17,2021-06-20,2021-10-20,Organic Compost,Chlorpyrifos,24
P0300,2022,Rabi,Groundnut,0.74,1.47,1.99,2022-11-17,2023-02-28,DAP,Chlorpyrifos,17
P0300,2023,Kharif,Rice,0.74,4.35,5.88,2023-06-20,2023-10-20,Urea,Tricyclazole,13
P0300,2023,Rabi,Rice,0.74,4.14,5.6,2023-06-13,2023-10-23,Urea,None,12
P0300,2023,Summer,Rice,0.74,3.49,4.71,2023-11-19,2024-03-19,Organic Compost,Chlorpyrifos,13
P0300,2024,Rabi,Groundnut,0.74,1.67,2.25,2024-10-13,2025-02-21,MOP,None,14
P0300,2024,Summer,Rice,0.74,2.06,2.79,2024-11-04,2025-03-11,NPK 19:19:19,None,16
P0301,2021,Kharif,Sugarcane,3.34,5.98,1.79,2021-07-05,2021-10-25,NPK 19:19:19,Chlorpyrifos,23
P0301,2021,Rabi,Rice,3.34,17.54,5.25,2021-06-22,2021-10-19,Urea,Carbendazim,13
P0301,2022,Kharif,Sugarcane,3.34,8.75,2.62,2022-10-04,2023-02-04,NPK 19:19:19,None,17
P0301,2023,Kharif,Rice,3.34,11.66,3.49,2023-07-22,2023-12-19,Urea,Carbendazim,19
P0301,2023,Rabi,Sugarcane,3.34,8.42,2.52,2023-11-20,2024-04-13,NPK 19:19:19,Carbendazim,13
P0301,2023,Summer,Sugarcane,3.34,5.21,1.56,2023-10-15,2024-02-01,Urea,Tricyclazole,10
P0302,2020,Rabi,Rice,2.07,4.62,2.23,2020-07-21,2020-11-11,Urea,Tricyclazole,18
P0302,2021,Kharif,Rice,2.07,7.91,3.82,2021-07-28,2021-11-21,Organic Compost,Carbendazim,24
P0302,2021,Rabi,Rice,2.07,5.44,2.63,2021-06-06,2021-09-27,DAP,Chlorpyrifos,15
P0302,2021,Summer,Rice,2.07,9.03,4.36,2021-11-26,2022-03-21,MOP,Tricyclazole,9
P0302,2022,Kharif,Rice,2.07,6.46,3.12,2022-07-19,2022-11-02,Urea,Carbendazim,25
P0302,2022,Rabi,Groundnut,2.07,2.71,1.31,2022-11-20,2023-03-10,Urea,Tricyclazole,25
P0302,2023,Kharif,Rice,2.07,6.09,2.94,2023-06-20,2023-11-05,Urea,Carbendazim,11
P0302,2023,Rabi,Rice,2.07,6.96,3.36,2023-11-27,2024-04-09,Organic Compost,Chlorpyrifos,25
P0302,2024,Kharif,Rice,2.07,9.21,4.45,2024-11-24,2025-03-18,Urea,Chlorpyrifos,14
P0302,2024,Rabi,Rice,2.07,7.0,3.38,2024-10-13,2025-01-31,MOP,Carbendazim,17
P0303,2020,Kharif,Rice,2.27,13.92,6.13,2020-06-11,2020-10-03,MOP,Chlorpyrifos,14
P0303,2020,Rabi,Rice,2.27,4.81,2.12,2020-06-25,2020-11-04,Organic Compost,Chlorpyrifos,15
P0303,2020,Summer,Rice,2.27,11.99,5.28,2020-06-26,2020-10-12,Organic Compost,Carbendazim,23
P0303,2021,Kharif,Rice,2.27,12.05,5.31,2021-10-17,2022-02-25,DAP,Tricyclazole,10
P0303,2021,Rabi,Sugarcane,2.27,7.29,3.21,2021-10-04,2022-02-01,DAP,Chlorpyrifos,9
P0303,2021,Summer,Rice,2.27,11.49,5.06,2021-11-14,2022-03-20,NPK 19:19:19,None,20
P0303,2022,Rabi,Rice,2.27,14.62,6.44,2022-06-19,2022-11-16,NPK 19:19:19,None,11
P0303,2022,Summer,Rice,2.27,4.81,2.12,2022-10-24,2023-02-15,DAP,Tricyclazole,14
P0303,2023,Kharif,Rice,2.27,6.9,3.04,2023-10-22,2024-02-02,NPK 19:19:19,None,22
P0303,2023,Summer,Sugarcane,2.27,2.81,1.24,2023-07-01,2023-11-04,Organic Compost,Chlorpyrifos,9
P0303,2024,Kharif,Rice,2.27,4.99,2.2,2024-10-17,2025-02-02,DAP,None,20
P0304,2020,Kharif,Rice,2.5,11.27,4.51,2020-07-10,2020-11-14,NPK 19:19:19,Chlorpyrifos,12
P0304,2020,Rabi,Rice,2.5,15.62,6.25,2020-06-25,2020-10-30,DAP,None,18
P0304,2020,Summer,Rice,2.5,12.02,4.81,2020-11-26,2021-04-03,Urea,Chlorpyrifos,8
P0304,2021,Kharif,Rice,2.5,10.38,4.15,2021-06-20,2021-10-20,Organic Compost,None,15
P0304,2021,Summer,Rice,2.5,11.4,4.56,2021-06-18,2021-10-02,NPK 19:19:19,Carbendazim,16
P0304,2022,Summer,Rice,2.5,16.2,6.48,2022-11-09,2023-03-07,Urea,Carbendazim,16
P0304,2023,Rabi,Rice,2.5,12.5,5.0,2023-06-12,2023-11-03,NPK 19:19:19,Tricyclazole,16
P0304,2024,Kharif,Rice,2.5,12.28,4.91,2024-06-24,2024-10-27,MOP,Chlorpyrifos,9
P0304,2024,Rabi,Rice,2.5,14.72,5.89,2024-06-08,2024-10-02,Urea,Carbendazim,9
P0305,2020,Kharif,Rice,0.74,1.55,2.09,2020-11-21,2021-03-31,Urea,Carbendazim,16
P0305,2020,Rabi,Rice,0.74,1.5,2.03,2020-10-17,2021-02-10,Urea,None,9
P0305,2020,Summer,Rice,0.74,2.86,3.86,2020-06-10,2020-11-02,MOP,Carbendazim,22
P0305,2021,Kharif,Rice,0.74,4.17,5.64,2021-10-24,2022-03-07,MOP,Chlorpyrifos,19
P0305,2021,Rabi,Rice,0.74,2.8,3.78,2021-07-28,2021-11-23,DAP,Carbendazim,22
P0305,2021,Summer,Rice,0.74,3.8,5.14,2021-07-17,2021-10-27,Organic Compost,Carbendazim,10
P0305,2022,Rabi,Rice,0.74,2.66,3.59,2022-06-26,2022-10-28,MOP,None,25
P0305,2022,Summer,Rice,0.74,2.51,3.39,2022-10-20,2023-01-29,Urea,Carbendazim,8
P0305,2023,Kharif,Rice,0.74,3.58,4.84,2023-11-09,2024-02-21,MOP,Tricyclazole,23
P0305,2023,Rabi,Sugarcane,0.74,2.28,3.08,2023-07-27,2023-12-23,Urea,None,15
P0305,2023,Summer,Rice,0.74,3.0,4.06,2023-07-04,2023-11-18,NPK 19:19:19,None,13
P0305,2024,Kharif,Sugarcane,0.74,1.21,1.63,2024-06-14,2024-10-24,MOP,Carbendazim,20
P0305,2024,Rabi,Rice,0.74,3.16,4.27,2024-10-25,2025-03-15,DAP,Carbendazim,17
P0306,2020,Kharif,Groundnut,0.78,0.91,1.17,2020-07-17,2020-12-13,Urea,Chlorpyrifos,22
P0306,2020,Rabi,Rice,0.78,4.84,6.2,2020-10-25,2021-03-05,Organic Compost,Chlorpyrifos,22
P0306,2020,Summer,Rice,0.78,4.77,6.12,2020-06-23,2020-10-18,MOP,Carbendazim,8
P0306,2021,Kharif,Rice,0.78,4.59,5.89,2021-11-11,2022-04-08,MOP,Tricyclazole,15
P0306,2021,Rabi,Groundnut,0.78,2.43,3.11,2021-10-18,2022-03-14,Organic Compost,Tricyclazole,25
P0306,2022,Kharif,Groundnut,0.78,2.03,2.6,2022-11-13,2023-04-04,NPK 19:19:19,Tricyclazole,16
P0306,2022,Rabi,Groundnut,0.78,0.87,1.11,2022-07-15,2022-11-25,DAP,Carbendazim,12
P0306,2022,Summer,Rice,0.78,2.0,2.57,2022-11-04,2023-03-11,Organic Compost,Tricyclazole,17
P0306,2023,Kharif,Groundnut,0.78,2.64,3.38,2023-11-14,2024-04-06,Urea,None,11
P0306,2023,Rabi,Rice,0.78,2.0,2.57,2023-07-13,2023-11-06,Organic Compost,Chlorpyrifos,11
P0306,2023,Summer,Groundnut,0.78,1.47,1.89,2023-06-17,2023-11-14,NPK 19:19:19,Carbendazim,11
P0306,2024,Rabi,Groundnut,0.78,1.93,2.48,2024-07-26,2024-12-19,NPK 19:19:19,Tricyclazole,9
P0306,2024,Summer,Rice,0.78,4.78,6.13,2024-11-16,2025-03-26,Urea,Carbendazim,9
P0307,2020,Kharif,Sugarcane,0.58,1.98,3.42,2020-11-02,2021-02-18,Urea,None,19
P0307,2020,Rabi,Rice,0.58,1.25,2.16,2020-10-20,2021-02-15,Organic Compost,Carbendazim,22
P0307,2020,Summer,Rice,0.58,1.72,2.97,2020-10-13,2021-03-02,MOP,Carbendazim,25
P0307,2022,Kharif,Sugarcane,0.58,1.55,2.68,2022-11-27,2023-04-24,DAP,Chlorpyrifos,18
P0307,2022,Rabi,Rice,0.58,1.23,2.12,2022-06-23,2022-10-22,Organic Compost,Carbendazim,14
P0307,2022,Summer,Sugarcane,0.58,1.26,2.18,2022-07-16,2022-12-09,Organic Compost,Chlorpyrifos,23
P0307,2023,Kharif,Rice,0.58,2.61,4.5,2023-11-02,2024-03-26,MOP,Chlorpyrifos,21
P0307,2023,Rabi,Rice,0.58,3.28,5.65,2023-07-14,2023-11-18,Organic Compost,None,13
P0307,2023,Summer,Sugarcane,0.58,0.83,1.43,2023-10-09,2024-02-20,Organic Compost,Carbendazim,14
P0307,2024,Kharif,Rice,0.58,3.33,5.74,2024-06-16,2024-11-01,Urea,Tricyclazole,19
P0307,2024,Summer,Sugarcane,0.58,1.29,2.23,2024-10-05,2025-01-30,NPK 19:19:19,Carbendazim,10
P0308,2020,Kharif,Sugarcane,2.2,5.39,2.45,2020-07-22,2020-11-26,Urea,Tricyclazole,13
P0308,2021,Rabi,Rice,2.2,9.11,4.14,2021-10-14,2022-03-02,Urea,Tricyclazole,24
P0308,2022,Rabi,Rice,2.2,11.86,5.39,2022-06-07,2022-09-28,MOP,None,12
P0308,2023,Kharif,Rice,2.2,10.08,4.58,2023-07-06,2023-11-10,DAP,Carbendazim,17
P0308,2024,Kharif,Rice,2.2,11.26,5.12,2024-06-04,2024-10-23,Organic Compost,Carbendazim,21
P0308,2024,Rabi,Rice,2.2,9.77,4.44,2024-07-03,2024-10-17,Organic Compost,Tricyclazole,11
P0309,2020,Kharif,Rice,2.02,5.35,2.65,2020-06-03,2020-10-22,DAP,Chlorpyrifos,9
P0309,2020,Rabi,Sugarcane,2.02,5.29,2.62,2020-11-22,2021-03-29,MOP,Chlorpyrifos,14
P0309,2020,Summer,Rice,2.02,5.94,2.94,2020-07-18,2020-12-08,NPK 19:19:19,Carbendazim,17
P0309,2021,Kharif,Rice,2.02,10.58,5.24,2021-11-08,2022-03-18,DAP,Carbendazim,25
P0309,2021,Rabi,Rice,2.02,4.12,2.04,2021-06-24,2021-10-17,DAP,Tricyclazole,23
P0309,2021,Summer,Rice,2.02,11.43,5.66,2021-11-19,2022-03-12,NPK 19:19:19,Chlorpyrifos,19
P0309,2022,Rabi,Rice,2.02,8.08,4.0,2022-07-06,2022-11-10,Organic Compost,Chlorpyrifos,16
P0309,2022,Summer,Rice,2.02,5.35,2.65,2022-07-23,2022-11-29,Organic Compost,Tricyclazole,23
P0309,2023,Kharif,Rice,2.02,4.77,2.36,2023-10-28,2024-03-14,DAP,Tricyclazole,22
P0309,2023,Summer,Rice,2.02,7.53,3.73,2023-11-26,2024-04-08,Organic Compost,None,9
P0309,2024,Rabi,Rice,2.02,12.75,6.31,2024-11-28,2025-04-16,NPK 19:19:19,Carbendazim,13
P0309,2024,Summer,Rice,2.02,8.46,4.19,2024-06-24,2024-10-22,Urea,None,12
P0310,2021,Kharif,Groundnut,1.27,1.7,1.34,2021-06-19,2021-10-01,MOP,Chlorpyrifos,15
P0310,2021,Rabi,Groundnut,1.27,2.95,2.32,2021-11-12,2022-03-20,Urea,Carbendazim,20
P0310,2022,Kharif,Rice,1.27,4.66,3.67,2022-06-19,2022-10-10,Urea,None,8
P0310,2022,Rabi,Rice,1.27,5.07,3.99,2022-10-12,2023-02-14,DAP,None,15
P0310,2022,Summer,Rice,1.27,5.18,4.08,2022-06-22,2022-11-13,Organic Compost,Chlorpyrifos,10
P0310,2023,Kharif,Groundnut,1.27,3.81,3.0,2023-10-14,2024-01-23,DAP,None,13
P0310,2023,Rabi,Groundnut,1.27,2.02,1.59,2023-07-15,2023-11-05,Organic Compost,Tricyclazole,9
P0310,2024,Kharif,Rice,1.27,5.78,4.55,2024-06-22,2024-10-18,NPK 19:19:19,Chlorpyrifos,10
P0310,2024,Rabi,Groundnut,1.27,4.11,3.24,2024-07-24,2024-12-14,Urea,None,21
P0311,2020,Kharif,Rice,3.19,14.9,4.67,2020-10-28,2021-03-21,NPK 19:19:19,None,13
P0311,2020,Rabi,Rice,3.19,11.29,3.54,2020-06-09,2020-10-02,Urea,Carbendazim,23
P0311,2021,Kharif,Rice,3.19,7.15,2.24,2021-06-10,2021-10-09,MOP,Chlorpyrifos,10
P0311,2021,Rabi,Rice,3.19,13.3,4.17,2021-11-02,2022-02-19,Organic Compost,Chlorpyrifos,16
P0311,2021,Summer,Sugarcane,3.19,6.51,2.04,2021-11-20,2022-03-27,MOP,Carbendazim,24
P0311,2022,Kharif,Rice,3.19,13.14,4.12,2022-11-05,2023-03-05,Urea,Carbendazim,13
P0311,2022,Summer,Rice,3.19,18.98,5.95,2022-06-13,2022-10-28,Organic Compost,Tricyclazole,11
P0311,2023,Kharif,Sugarcane,3.19,10.21,3.2,2023-10-28,2024-02-21,Organic Compost,Chlorpyrifos,23
P0311,2023,Rabi,Rice,3.19,14.39,4.51,2023-06-10,2023-10-23,Urea,Tricyclazole,9
P0311,2023,Summer,Rice,3.19,16.01,5.02,2023-06-19,2023-10-28,MOP,Carbendazim,23
P0311,2024,Summer,Sugarcane,3.19,5.36,1.68,2024-10-02,2025-01-26,MOP,None,17
P0312,2020,Kharif,Rice,2.53,13.79,5.45,2020-07-20,2020-11-13,NPK 19:19:19,Tricyclazole,8
P0312,2020,Rabi,Rice,2.53,5.79,2.29,2020-10-28,2021-02-07,Urea,Chlorpyrifos,22
P0312,2020,Summer,Groundnut,2.53,4.12,1.63,2020-07-14,2020-11-23,Organic Compost,Tricyclazole,9
P0312,2021,Summer,Rice,2.53,10.12,4.0,2021-10-05,2022-01-13,NPK 19:19:19,None,22
P0312,2022,Kharif,Rice,2.53,15.33,6.06,2022-11-18,2023-03-02,DAP,Tricyclazole,19
P0312,2022,Rabi,Groundnut,2.53,6.65,2.63,2022-07-20,2022-12-14,NPK 19:19:19,Tricyclazole,21
P0312,2022,Summer,Rice,2.53,14.9,5.89,2022-10-09,2023-01-24,Urea,Carbendazim,9
P0312,2023,Rabi,Rice,2.53,9.03,3.57,2023-06-23,2023-10-30,Urea,None,8
P0312,2023,Summer,Groundnut,2.53,4.33,1.71,2023-10-06,2024-02-15,MOP,Carbendazim,22
P0312,2024,Kharif,Groundnut,2.53,5.26,2.08,2024-11-16,2025-02-26,NPK 19:19:19,Chlorpyrifos,10
P0312,2024,Rabi,Groundnut,2.53,4.0,1.58,2024-07-18,2024-12-13,Organic Compost,None,16
P0313,2020,Kharif,Groundnut,2.46,5.24,2.13,2020-06-12,2020-09-30,DAP,Carbendazim,23
P0313,2020,Rabi,Groundnut,2.46,8.07,3.28,2020-11-27,2021-04-05,MOP,None,24
P0313,2020,Summer,Rice,2.46,5.41,2.2,2020-07-22,2020-12-18,Organic Compost,Carbendazim,17
P0313,2021,Kharif,Groundnut,2.46,6.59,2.68,2021-06-03,2021-09-22,DAP,Carbendazim,20
P0313,2021,Rabi,Rice,2.46,13.14,5.34,2021-07-14,2021-10-28,Organic Compost,None,12
P0313,2021,Summer,Rice,2.46,14.61,5.94,2021-06-28,2021-10-31,DAP,None,20
P0313,2022,Kharif,Groundnut,2.46,8.17,3.32,2022-06-08,2022-10-09,Organic Compost,Carbendazim,11
P0313,2022,Summer,Groundnut,2.46,4.99,2.03,2022-06-14,2022-11-06,Organic Compost,Tricyclazole,19
P0313,2023,Kharif,Groundnut,2.46,3.27,1.33,2023-07-13,2023-10-24,MOP,Chlorpyrifos,20
P0313,2023,Rabi,Groundnut,2.46,6.27,2.55,2023-07-26,2023-11-06,DAP,Carbendazim,16
P0313,2023,Summer,Rice,2.46,5.12,2.08,2023-11-20,2024-03-16,NPK 19:19:19,Tricyclazole,14
P0313,2024,Kharif,Groundnut,2.46,8.09,3.29,2024-06-27,2024-11-08,MOP,None,9
P0313,2024,Rabi,Rice,2.46,10.9,4.43,2024-11-13,2025-03-13,Organic Compost,Carbendazim,15
P0313,2024,Summer,Groundnut,2.46,4.16,1.69,2024-06-25,2024-10-03,Urea,Chlorpyrifos,18
P0314,2020,Kharif,Groundnut,0.49,1.23,2.52,2020-06-23,2020-11-04,NPK 19:19:19,None,20
P0314,2020,Summer,Groundnut,0.49,1.47,2.99,2020-11-12,2021-03-31,MOP,Carbendazim,22
P0314,2021,Kharif,Rice,0.49,2.79,5.7,2021-10-24,2022-03-08,Urea,Carbendazim,23
P0314,2021,Summer,Rice,0.49,1.92,3.91,2021-07-28,2021-12-04,MOP,None,14
P0314,2022,Rabi,Rice,0.49,1.09,2.22,2022-10-21,2023-03-20,Urea,Carbendazim,23
P0314,2023,Kharif,Rice,0.49,1.66,3.38,2023-10-06,2024-02-14,NPK 19:19:19,Chlorpyrifos,24
P0315,2020,Rabi,Rice,0.91,5.27,5.79,2020-10-03,2021-01-31,Urea,None,14
P0315,2021,Summer,Sugarcane,0.91,1.73,1.9,2021-10-01,2022-02-24,DAP,None,24
P0315,2022,Kharif,Rice,0.91,2.2,2.42,2022-06-12,2022-11-06,MOP,None,12
P0315,2022,Summer,Rice,0.91,5.61,6.16,2022-11-09,2023-03-29,MOP,Carbendazim,10
P0315,2023,Rabi,Rice,0.91,2.45,2.69,2023-07-26,2023-12-22,NPK 19:19:19,Chlorpyrifos,20
P0315,2023,Summer,Rice,0.91,3.72,4.09,2023-11-08,2024-03-19,Organic Compost,Chlorpyrifos,9
P0315,2024,Kharif,Rice,0.91,4.29,4.71,2024-10-06,2025-01-27,NPK 19:19:19,None,19
P0315,2024,Rabi,Sugarcane,0.91,1.25,1.37,2024-06-15,2024-09-28,Urea,Chlorpyrifos,23
P0316,2020,Kharif,Rice,2.23,9.83,4.41,2020-07-21,2020-11-18,Urea,Chlorpyrifos,21
P0316,2020,Rabi,Rice,2.23,6.53,2.93,2020-07-14,2020-11-10,NPK 19:19:19,Carbendazim,14
P0316,2021,Rabi,Rice,2.23,9.99,4.48,2021-10-12,2022-02-15,Urea,Carbendazim,9
P0316,2021,Summer,Rice,2.23,11.51,5.16,2021-06-10,2021-10-12,Urea,Tricyclazole,25
P0316,2022,Kharif,Sugarcane,2.23,6.47,2.9,2022-07-08,2022-11-28,DAP,Chlorpyrifos,8
P0316,2022,Summer,Rice,2.23,11.4,5.11,2022-07-27,2022-11-18,Organic Compost,Chlorpyrifos,11
P0316,2023,Kharif,Sugarcane,2.23,4.04,1.81,2023-06-25,2023-10-12,Organic Compost,Chlorpyrifos,23
