parcel_id,farmer_id,district,taluk,village,survey_no,subdivision_no,area,latitude,longitude,land_category,irrigation_source,soil_type
P0432,F0083,Cuddalore,Chidambaram,Nallur,229/15,3,1.31,11.418953,79.420576,Dryland,Borewell,Clay Loam
P0433,F0288,Cuddalore,Virudhachalam,Nallur,251/12,4,3.43,11.653567,79.732777,Garden Land,Borewell,Alluvial
P0434,F0155,Thanjavur,Kumbakonam,Ammapettai,886/5,4,3.28,10.560745,79.012463,Dryland,Borewell,Clay
P0435,F0280,Thanjavur,Kumbakonam,Budalur,585/10,5,2.16,10.987801,79.16564,Garden Land,Borewell,Alluvial
P0436,F0227,Thanjavur,Papanasam,Thiruvaiyaru,141/5,5,1.77,10.669342,79.056158,Wetland,Tank,Clay
P0437,F0206,Thanjavur,Papanasam,Ammapettai,434/2,5,1.44,10.808761,79.110182,Garden Land,Borewell,Alluvial
P0438,F0270,Cuddalore,Cuddalore,Sethiathope,123/3,5,1.19,11.411072,79.867833,Dryland,Canal,Alluvial
P0439,F0202,Thanjavur,Orathanadu,Budalur,157/12,4,2.24,10.597225,79.158879,Wetland,River,Loam
P0440,F0198,Cuddalore,Chidambaram,Kurinjipadi,556/18,1,1.42,11.486416,79.542325,Wetland,River,Sandy Loam
P0441,F0227,Thanjavur,Papanasam,Thiruvaiyaru,534/14,2,3.28,10.644317,79.402836,Garden Land,Rainfed,Clay
P0442,F0074,Cuddalore,Virudhachalam,Kurinjipadi,443/3,5,2.25,11.403892,79.637307,Dryland,Canal,Clay
P0443,F0210,Thanjavur,Orathanadu,Ammapettai,573/19,2,0.86,10.819403,79.136664,Wetland,Borewell,Sandy Loam
P0444,F0149,Thanjavur,Orathanadu,Ammapettai,954/19,3,1.07,10.776933,79.021116,Dryland,Rainfed,Sandy Loam
P0445,F0115,Cuddalore,Virudhachalam,Nallur,755/16,1,0.97,11.31342,79.401223,Garden Land,Tank,Sandy Loam
P0446,F0092,Cuddalore,Cuddalore,Nallur,222/9,4,0.89,11.545943,79.743922,Wetland,Rainfed,Loam
P0447,F0298,Thanjavur,Orathanadu,Melattur,802/16,1,1.13,10.740243,79.218034,Dryland,Rainfed,Alluvial
P0448,F0009,Cuddalore,Panruti,Nallur,427/15,2,0.49,11.72264,79.481424,Dryland,Borewell,Clay
P0449,F0140,Cuddalore,Chidambaram,Sethiathope,149/10,3,3.36,11.480582,79.718124,Garden Land,Canal,Alluvial
P0450,F0100,Cuddalore,Cuddalore,Kumaratchi,870/6,5,0.6,11.683221,79.491624,Dryland,Tank,Loam
P0451,F0139,Cuddalore,Virudhachalam,Parangipettai,693/12,2,0.32,11.642722,79.744173,Wetland,Borewell,Alluvial
P0452,F0145,Thanjavur,Papanasam,Ammapettai,266/4,2,1.39,10.686507,79.24245,Wetland,Rainfed,Clay Loam
P0453,F0097,Thanjavur,Thanjavur,Ayyampettai,638/18,5,1.09,10.897553,79.279328,Garden Land,Canal,Sandy Loam
P0454,F0236,Cuddalore,Chidambaram,Parangipettai,117/16,3,0.72,11.758016,79.458283,Dryland,Tank,Clay Loam
P0455,F0227,Thanjavur,Papanasam,Thiruvaiyaru,450/6,3,2.64,10.944863,79.298824,Wetland,Canal,Clay Loam
P0456,F0066,Thanjavur,Orathanadu,Melattur,228/7,2,1.03,10.928408,79.07118,Wetland,River,Clay
P0457,F0040,Thanjavur,Kumbakonam,Ayyampettai,301/4,1,1.24,10.509403,79.242127,Garden Land,Rainfed,Alluvial
P0458,F0031,Thanjavur,Kumbakonam,Budalur,408/1,1,0.44,10.734541,79.454265,Wetland,Rainfed,Clay Loam
P0459,F0301,Thanjavur,Orathanadu,Ammapettai,192/5,3,1.42,10.950587,79.092391,Garden Land,Tank,Loam
P0460,F0083,Cuddalore,Chidambaram,Nallur,617/19,1,2.26,11.727569,79.790401,Wetland,Rainfed,Clay
P0461,F0271,Thanjavur,Thanjavur,Ammapettai,872/18,1,1.2,10.608499,79.095774,Garden Land,Canal,Clay Loam
P0462,F0259,Thanjavur,Papanasam,Ammapettai,289/15,1,2.53,10.925648,79.237358,Wetland,Tank,Sandy Loam
P0463,F0218,Thanjavur,Kumbakonam,Ammapettai,421/4,4,0.59,10.607137,79.113777,Wetland,Rainfed,Clay Loam
P0464,F0254,Thanjavur,Thanjavur,Budalur,141/3,3,1.97,10.881137,79.352365,Dryland,Canal,Sandy Loam
P0465,F0146,Thanjavur,Papanasam,Thiruvaiyaru,961/15,2,2.5,10.728473,79.368087,Garden Land,River,Loam
P0466,F0220,Cuddalore,Cuddalore,Parangipettai,587/12,2,2.99,11.394392,79.434805,Wetland,River,Clay
P0467,F0203,Cuddalore,Chidambaram,Sethiathope,246/13,4,0.41,11.519029,79.729274,Garden Land,Rainfed,Clay
P0468,F0087,Cuddalore,Virudhachalam,Sethiathope,709/13,1,1.05,11.332355,79.887604,Wetland,River,Sandy Loam
P0469,F0143,Thanjavur,Papanasam,Melattur,874/13,3,1.56,10.882409,79.382986,Dryland,Rainfed,Sandy Loam
P0470,F0249,Cuddalore,Panruti,Kumaratchi,225/9,4,0.47,11.555707,79.473687,Dryland,Borewell,Clay Loam
P0471,F0016,Thanjavur,Papanasam,Thiruvaiyaru,794/1,2,0.37,10.549802,79.026426,Dryland,Rainfed,Loam
P0472,F0079,Thanjavur,Kumbakonam,Ammapettai,776/17,4,2.73,10.651376,79.311616,Dryland,Borewell,Loam
P0473,F0339,Thanjavur,Papanasam,Melattur,928/18,5,2.04,10.74895,79.252397,Wetland,Canal,Sandy Loam
P0474,F0061,Thanjavur,Papanasam,Ayyampettai,570/2,1,1.5,10.691815,79.15728,Wetland,Rainfed,Loam
P0475,F0085,Cuddalore,Virudhachalam,Kumaratchi,599/4,5,1.01,11.54574,79.467244,Garden Land,River,Alluvial
P0476,F0277,Thanjavur,Papanasam,Melattur,618/2,4,3.03,10.786105,79.237956,Dryland,River,Alluvial
P0477,F0194,Thanjavur,Thanjavur,Thiruvaiyaru,428/2,1,1.19,10.80847,79.176382,Garden Land,Canal,Clay Loam
P0478,F0188,Cuddalore,Panruti,Sethiathope,740/11,4,0.32,11.474438,79.771029,Wetland,River,Loam
P0479,F0183,Cuddalore,Virudhachalam,Parangipettai,340/10,5,1.08,11.505965,79.428225,Wetland,Canal,Loam
P0480,F0059,Thanjavur,Papanasam,Melattur,571/14,5,1.34,10.668797,79.009856,Garden Land,River,Loam
P0481,F0011,Cuddalore,Chidambaram,Nallur,486/19,4,3.45,11.647979,79.693995,Dryland,Rainfed,Clay
P0482,F0251,Cuddalore,Cuddalore,Nallur,614/11,2,1.38,11.350028,79.737556,Garden Land,Tank,Loam
P0483,F0224,Cuddalore,Virudhachalam,Parangipettai,177/18,2,3.42,11.400879,79.717722,Dryland,Tank,Clay
P0484,F0153,Cuddalore,Virudhachalam,Parangipettai,860/3,5,0.67,11.798114,79.601014,Wetland,Rainfed,Loam
P0485,F0140,Cuddalore,Chidambaram,Sethiathope,314/12,1,1.82,11.333635,79.800593,Garden Land,Tank,Alluvial
P0486,F0154,Cuddalore,Chidambaram,Sethiathope,511/9,5,0.94,11.516455,79.669974,Garden Land,River,Alluvial
P0487,F0093,Cuddalore,Virudhachalam,Sethiathope,291/19,4,1.95,11.740448,79.713922,Wetland,River,Loam
P0488,F0327,Cuddalore,Panruti,Kurinjipadi,544/19,1,2.76,11.56636,79.707211,Garden Land,Borewell,Loam
P0489,F0237,Cuddalore,Chidambaram,Kurinjipadi,407/14,4,2.49,11.373872,79.475236,Dryland,Canal,Clay Loam
P0490,F0212,Cuddalore,Chidambaram,Kurinjipadi,803/20,2,0.68,11.433467,79.543522,Dryland,Borewell,Clay
P0491,F0077,Cuddalore,Panruti,Kurinjipadi,575/16,5,2.95,11.395958,79.522793,Dryland,River,Clay
P0492,F0104,Thanjavur,Papanasam,Ammapettai,922/9,5,0.66,10.579679,79.068215,Wetland,Canal,Sandy Loam
P0493,F0011,Cuddalore,Chidambaram,Nallur,405/3,4,1.3,11.327664,79.848253,Dryland,Canal,Sandy Loam
P0494,F0072,Thanjavur,Orathanadu,Ayyampettai,223/17,5,1.9,10.618021,79.285487,Garden Land,Tank,Sandy Loam
P0495,F0047,Cuddalore,Virudhachalam,Kurinjipadi,437/19,4,0.71,11.419038,79.461138,Garden Land,Borewell,Sandy Loam
P0496,F0112,Thanjavur,Thanjavur,Melattur,550/14,3,3.4,10.572139,79.087577,Garden Land,Canal,Sandy Loam
P0497,F0274,Thanjavur,Kumbakonam,Budalur,533/16,2,1.31,10.687352,79.474355,Dryland,Borewell,Loam
P0498,F0244,Thanjavur,Orathanadu,Budalur,720/2,1,0.37,10.857836,79.410683,Garden Land,Borewell,Loam
P0499,F0283,Thanjavur,Papanasam,Ammapettai,931/4,5,2.54,10.692345,79.319475,Wetland,River,Sandy Loam
P0500,F0005,Cuddalore,Cuddalore,Kumaratchi,361/10,1,1.21,11.754895,79.596488,Wetland,Tank,Clay Loam
