parcel_id,sample_date,pH,nitrogen,phosphorus,potassium,organic_carbon,electrical_conductivity,soil_type
P0337,2025-06-07,8.09,358.1,18.1,161.2,1.35,0.52,Clay Loam
P0338,2024-07-23,6.47,202.0,54.7,125.5,0.85,0.69,Alluvial
P0338,2025-09-09,6.83,187.7,18.8,181.5,1.07,2.03,Alluvial
P0338,2024-12-05,8.12,374.5,22.2,238.9,0.38,1.9,Alluvial
P0339,2025-11-24,6.72,265.5,33.5,164.8,1.24,2.4,Clay Loam
P0339,2025-07-04,5.86,337.4,42.4,197.5,0.33,1.25,Clay Loam
P0339,2024-03-02,6.38,231.6,51.1,249.1,0.74,1.82,Clay Loam
P0340,2025-10-06,7.45,240.0,16.2,112.1,0.61,2.08,Clay Loam
P0340,2024-04-24,7.67,222.6,42.8,111.2,0.59,1.26,Clay Loam
P0340,2024-09-27,5.79,299.8,13.7,277.8,0.89,0.69,Clay Loam
P0341,2024-12-16,6.39,244.5,49.4,233.9,0.98,1.53,Loam
P0341,2024-05-23,5.94,200.8,21.1,161.6,0.74,0.8,Loam
P0342,2024-06-11,7.2,205.3,45.7,228.1,0.49,2.03,Loam
P0342,2024-05-11,5.94,201.9,29.2,220.1,0.33,0.61,Loam
P0342,2024-11-06,5.95,123.4,28.2,191.9,1.34,1.34,Loam
P0343,2025-09-25,8.2,392.3,42.2,209.2,0.9,1.36,Clay
P0343,2025-01-22,8.1,255.9,18.5,195.6,0.51,2.25,Clay
P0344,2025-11-15,8.34,215.9,25.5,129.3,0.63,1.97,Loam
P0345,2025-10-27,6.09,259.7,38.5,220.5,0.31,1.89,Sandy Loam
P0346,2024-08-21,7.72,221.8,11.6,217.8,1.44,1.32,Alluvial
P0346,2024-10-04,7.16,269.7,47.1,272.0,1.46,0.23,Alluvial
P0346,2025-08-03,7.07,188.5,49.9,120.2,1.42,2.16,Alluvial
P0347,2025-04-12,6.03,394.2,23.3,141.0,1.19,1.86,Clay
P0348,2024-05-15,7.07,137.0,21.4,208.8,1.0,1.21,Clay Loam
P0349,2024-02-22,6.46,297.5,19.8,105.6,0.4,0.57,Sandy Loam
P0349,2025-07-09,7.27,287.5,25.0,82.1,0.82,2.27,Sandy Loam
P0349,2025-03-29,7.83,174.5,50.3,215.2,0.85,0.1,Sandy Loam
P0350,2025-09-07,6.31,296.7,26.4,186.3,0.64,1.65,Clay Loam
P0350,2024-09-27,8.1,189.7,23.8,203.5,0.67,1.16,Clay Loam
P0351,2025-05-14,5.52,370.1,35.5,189.1,0.51,1.93,Alluvial
P0352,2024-11-07,5.78,361.4,27.1,231.1,1.29,0.56,Clay
P0352,2024-04-21,7.79,179.7,35.1,150.4,0.94,0.35,Clay
P0352,2024-11-03,8.28,178.9,43.6,151.2,0.53,1.05,Clay
P0353,2024-06-10,7.33,164.0,57.8,295.9,1.08,1.99,Clay
P0354,2024-10-02,6.19,193.6,56.7,263.6,0.74,0.83,Sandy Loam
P0354,2024-12-28,7.99,208.3,25.4,203.9,1.22,0.11,Sandy Loam
P0354,2025-02-17,5.67,234.5,42.3,110.8,0.85,0.76,Sandy Loam
P0355,2024-07-26,6.13,320.7,24.7,162.2,0.69,2.0,Sandy Loam
P0355,2024-11-29,7.17,326.9,49.9,215.9,0.83,0.76,Sandy Loam
P0355,2024-03-17,6.23,211.1,34.0,238.7,0.86,2.43,Sandy Loam
P0356,2025-11-06,6.67,388.7,45.3,135.0,1.48,1.51,Loam
P0357,2024-04-13,5.67,216.0,36.9,176.4,0.64,1.23,Sandy Loam
P0358,2024-03-16,6.47,337.1,30.7,113.4,0.48,0.82,Sandy Loam
P0358,2024-07-23,7.19,242.7,26.4,200.2,1.09,1.44,Sandy Loam
P0358,2024-10-25,7.57,159.3,48.5,271.6,1.14,1.87,Sandy Loam
P0359,2025-04-01,7.74,180.1,26.1,130.1,0.73,0.58,Clay Loam
P0359,2024-09-22,6.27,329.3,11.2,106.2,0.79,1.05,Clay Loam
P0360,2024-02-19,8.0,136.9,59.5,162.2,0.98,2.49,Sandy Loam
P0360,2025-05-31,8.12,211.6,36.9,142.2,0.7,0.26,Sandy Loam
P0361,2025-08-01,5.78,276.3,15.6,114.8,0.92,2.14,Alluvial
P0362,2025-04-24,7.33,398.0,47.6,248.8,0.82,0.76,Alluvial
P0362,2025-04-07,8.17,398.4,17.6,152.7,0.52,1.48,Alluvial
P0362,2025-04-09,7.08,313.9,51.0,175.1,0.33,1.48,Alluvial
P0363,2025-09-30,7.98,125.3,21.3,174.0,0.61,0.63,Clay
P0364,2024-11-30,7.1,303.0,20.0,260.7,1.41,2.24,Clay
P0364,2025-08-13,5.96,336.4,20.3,119.9,0.33,1.54,Clay
P0364,2024-02-10,7.84,271.2,57.7,152.0,0.68,0.65,Clay
P0365,2024-07-25,6.41,238.8,23.6,286.0,0.56,0.95,Alluvial
P0366,2025-03-26,5.87,385.4,11.3,270.9,1.33,0.6,Sandy Loam
P0367,2025-04-02,6.82,175.6,48.5,209.8,0.45,2.43,Loam
P0368,2025-08-15,7.67,154.1,47.8,106.5,0.89,1.55,Sandy Loam
P0368,2024-11-20,6.75,178.9,14.5,191.5,0.87,1.32,Sandy Loam
P0368,2025-04-12,5.55,226.4,31.0,291.5,0.42,0.96,Sandy Loam
P0369,2024-03-07,6.8,357.4,25.0,299.9,0.4,1.64,Loam
P0369,2025-02-03,8.13,124.4,58.2,240.5,1.38,0.21,Loam
P0370,2024-06-30,7.19,155.8,17.8,232.9,1.21,0.25,Loam
P0371,2025-11-07,6.38,292.9,51.2,172.2,0.51,1.34,Sandy Loam
P0372,2025-11-15,6.04,366.1,15.5,115.7,0.9,0.83,Clay
P0373,2025-01-17,8.23,194.3,26.1,252.3,0.7,2.23,Alluvial
P0373,2024-02-05,7.7,160.4,30.4,198.7,1.22,1.83,Alluvial
P0373,2024-06-22,5.97,124.2,54.9,100.3,1.49,0.37,Alluvial
P0374,2025-04-20,8.45,359.7,36.8,109.6,1.02,1.63,Sandy Loam
P0374,2024-11-14,6.93,371.9,22.8,151.0,0.95,2.4,Sandy Loam
P0375,2024-04-08,6.93,329.6,52.6,123.2,0.56,0.41,Sandy Loam
P0375,2024-05-26,6.18,143.0,14.7,168.8,1.36,0.35,Sandy Loam
P0375,2024-08-19,6.25,324.4,25.1,236.3,0.85,1.52,Sandy Loam
P0376,2025-08-14,8.46,194.7,55.0,152.1,0.75,0.45,Sandy Loam
P0376,2024-02-05,7.74,343.9,41.6,254.7,1.48,0.13,Sandy Loam
P0376,2025-10-11,5.6,342.5,18.1,151.0,0.99,1.26,Sandy Loam
P0377,2024-07-11,7.39,348.8,38.9,179.5,0.56,1.59,Loam
P0377,2025-07-12,6.82,328.6,42.8,193.2,0.7,2.49,Loam
P0378,2024-09-18,6.52,364.2,48.6,180.4,0.42,2.15,Loam
P0379,2024-09-26,5.69,222.3,42.1,292.2,0.45,0.65,Alluvial
P0379,2025-04-13,7.99,153.7,45.6,107.8,0.72,1.19,Alluvial
P0379,2025-07-20,8.45,143.2,53.3,191.0,0.78,2.36,Alluvial
P0380,2024-07-18,5.93,310.6,48.8,123.7,1.19,1.36,Clay Loam
P0380,2024-06-04,7.19,268.6,12.3,197.3,0.95,1.76,Clay Loam
P0380,2025-06-27,6.0,164.4,44.0,219.7,1.33,0.64,Clay Loam
P0381,2024-06-04,7.12,387.4,31.2,124.5,0.36,2.43,Loam
P0381,2025-02-14,6.39,372.3,58.6,276.6,0.86,0.43,Loam
P0381,2024-11-03,5.5,190.4,37.8,148.6,1.41,1.57,Loam
P0382,2024-03-01,7.77,159.3,34.0,115.3,1.47,2.44,Clay Loam
P0383,2025-02-04,7.86,300.9,29.5,122.5,1.3,0.27,Alluvial
P0384,2024-05-23,8.18,154.6,47.0,287.8,0.48,1.16,Clay
P0384,2025-11-19,6.33,211.7,41.8,194.5,0.93,1.95,Clay
P0385,2025-04-27,6.2,242.7,51.1,199.1,1.03,0.47,Loam
P0385,2024-12-15,8.13,385.9,12.0,264.4,0.61,1.6,Loam
P0385,2025-03-12,7.25,365.3,44.6,254.8,1.21,0.64,Loam
P0386,2024-03-31,8.49,288.9,40.0,159.8,1.34,1.7,Clay
P0387,2025-03-18,6.77,298.7,53.3,141.6,1.17,0.76,Loam
P0387,2024-09-14,7.42,212.1,43.3,135.3,0.73,0.13,Loam
P0387,2025-05-12,6.23,258.6,39.6,226.4,0.42,1.97,Loam
P0388,2025-05-14,7.18,354.5,28.8,194.2,1.41,1.02,Clay
P0388,2025-09-08,5.82,354.7,42.1,101.7,0.41,2.42,Clay
P0388,2024-09-01,6.58,308.3,55.2,172.8,0.77,1.89,Clay
P0389,2025-10-24,7.86,358.6,38.7,195.0,1.43,2.05,Loam
P0389,2025-10-05,7.73,240.9,55.4,127.5,0.52,1.61,Loam
P0390,2024-04-11,6.38,235.4,11.4,180.5,1.37,0.96,Clay Loam
P0390,2025-11-30,6.53,392.6,22.4,178.1,0.36,1.2,Clay Loam
P0391,2024-09-26,7.81,165.0,37.9,270.0,1.08,1.88,Sandy Loam
P0391,2024-12-22,7.84,168.2,35.0,99.6,0.72,1.39,Sandy Loam
P0391,2024-08-21,6.45,205.6,55.7,99.9,0.79,1.59,Sandy Loam
P0392,2024-07-09,7.77,176.6,52.8,186.8,0.7,1.15,Sandy Loam
P0392,2025-01-05,7.76,388.6,26.1,104.5,1.0,2.28,Sandy Loam
P0392,2025-10-19,7.18,331.9,36.9,167.6,1.13,0.58,Sandy Loam
P0393,2025-09-04,8.24,305.7,52.6,112.1,0.71,0.95,Sandy Loam
P0394,2025-01-29,5.81,387.7,50.7,275.2,0.65,1.47,Loam
P0395,2024-11-27,8.5,243.9,12.0,200.6,1.1,0.76,Alluvial
P0396,2024-08-17,8.0,395.3,22.3,129.7,1.08,0.62,Alluvial
P0396,2024-01-13,6.39,390.1,52.9,186.3,0.83,1.44,Alluvial
P0397,2024-07-15,6.74,357.4,39.0,218.0,1.37,2.45,Clay
P0397,2024-09-24,7.62,394.9,50.2,138.0,0.74,2.26,Clay
P0397,2024-08-28,6.46,220.0,57.9,109.6,1.33,2.47,Clay
P0398,2025-07-05,7.24,147.1,55.9,296.8,1.15,1.38,Clay
P0399,2025-09-10,6.18,217.5,45.1,294.8,1.29,0.64,Clay
P0400,2025-08-11,8.01,248.9,31.9,210.0,0.38,2.49,Clay Loam
P0400,2024-01-23,7.18,276.5,12.9,156.5,1.34,0.45,Clay Loam
P0401,2024-12-28,5.7,321.3,38.5,288.4,1.17,1.81,Sandy Loam
P0401,2025-05-17,6.79,334.0,16.7,167.2,1.09,0.84,Sandy Loam
P0401,2025-11-21,6.41,185.1,49.9,191.8,0.79,1.94,Sandy Loam
P0402,2025-08-23,6.44,121.9,40.5,236.7,0.73,0.39,Clay Loam
P0402,2024-03-13,7.34,268.3,46.5,241.2,0.6,1.54,Clay Loam
P0402,2024-07-02,8.01,128.3,56.4,240.3,0.7,0.33,Clay Loam
P0403,2025-08-10,7.6,311.9,50.2,163.9,0.87,2.13,Clay Loam
P0403,2024-07-06,5.79,219.4,45.4,273.4,0.9,0.54,Clay Loam
P0404,2024-07-24,6.18,396.0,41.7,154.7,1.2,1.36,Clay
P0404,2024-01-21,8.14,137.1,37.9,230.2,0.41,0.1,Clay
P0405,2024-01-13,5.51,227.7,11.4,279.1,0.98,2.16,Clay
P0405,2024-06-25,6.07,293.8,19.1,128.0,0.71,2.19,Clay
P0405,2024-06-07,7.3,280.7,54.6,235.4,1.36,0.53,Clay
P0406,2025-03-31,5.59,130.9,36.9,290.8,1.43,2.04,Alluvial
P0407,2024-10-25,5.82,311.2,39.5,116.8,0.42,0.56,Clay
P0407,2024-06-07,8.49,377.6,56.9,284.3,0.96,1.03,Clay
P0408,2024-04-29,7.51,138.3,22.3,111.1,1.45,1.28,Clay
P0408,2025-02-17,5.62,136.4,59.1,185.7,1.31,1.68,Clay
P0409,2024-04-11,8.04,145.5,42.7,280.6,0.98,1.79,Loam
P0409,2025-06-18,6.68,273.0,20.0,150.5,0.84,0.58,Loam
P0409,2025-10-03,6.78,241.8,14.1,85.2,0.43,1.45,Loam
P0410,2025-02-02,6.42,397.8,48.5,249.6,1.14,1.37,Sandy Loam
P0410,2024-02-12,6.06,145.0,54.6,244.5,0.99,0.52,Sandy Loam
P0410,2024-11-17,7.72,269.6,12.4,146.6,0.53,2.41,Sandy Loam
P0411,2025-12-01,8.12,326.8,36.2,119.2,0.74,1.78,Alluvial
P0412,2024-04-11,6.87,172.0,21.1,150.5,1.16,1.29,Clay
P0413,2025-10-17,7.34,132.7,29.1,278.1,0.44,0.8,Clay
P0413,2024-09-03,7.48,376.3,26.5,119.0,0.77,0.65,Clay
P0413,2025-02-15,5.63,159.7,22.3,227.1,1.36,1.11,Clay
P0414,2025-10-03,6.43,383.3,42.7,281.0,0.79,0.12,Sandy Loam
P0414,2025-02-27,6.63,355.9,19.5,251.4,0.6,0.13,Sandy Loam
P0414,2025-02-08,5.63,334.8,16.4,231.7,0.38,0.37,Sandy Loam
P0415,2025-05-15,5.7,270.3,18.4,242.8,1.45,1.82,Sandy Loam
P0416,2025-02-11,6.35,200.2,52.8,137.5,1.21,1.05,Clay Loam
P0416,2024-07-25,8.35,275.3,34.9,108.0,1.49,1.23,Clay Loam
P0416,2024-04-21,5.83,130.6,29.4,98.4,1.13,0.26,Clay Loam
P0417,2025-09-22,6.61,326.7,32.1,249.2,1.1,1.31,Clay Loam
P0417,2024-07-12,7.81,323.0,12.2,83.1,0.48,2.16,Clay Loam
P0418,2024-06-28,6.55,176.2,42.2,166.1,0.48,0.8,Alluvial
P0418,2024-03-06,6.18,295.6,26.8,238.7,0.33,1.16,Alluvial
P0419,2025-09-08,7.09,275.9,17.2,292.1,0.37,1.74,Alluvial
P0420,2025-06-14,7.1,293.2,18.5,285.2,0.74,0.44,Loam
P0420,2024-04-16,7.55,121.7,10.2,92.9,0.77,1.46,Loam
P0421,2025-10-05,5.61,272.8,11.0,261.3,0.87,1.47,Clay Loam
P0422,2024-10-16,7.56,228.3,55.5,132.3,0.89,0.7,Loam
P0422,2025-10-13,6.86,377.4,17.7,198.0,0.73,0.45,Loam
P0423,2024-06-27,8.39,228.8,22.9,115.3,1.19,1.14,Sandy Loam
P0423,2024-11-03,5.93,248.8,45.5,199.1,0.57,1.07,Sandy Loam
P0423,2025-10-03,6.56,383.7,31.1,171.9,1.18,1.17,Sandy Loam
P0424,2025-04-19,6.59,211.3,29.9,239.1,0.55,0.62,Loam
P0424,2024-07-14,7.21,385.4,46.5,252.5,0.74,1.21,Loam
P0425,2025-01-18,7.43,179.8,17.1,103.9,1.08,0.82,Sandy Loam
P0425,2025-09-30,6.74,175.8,26.9,275.8,1.09,2.35,Sandy Loam
P0426,2024-07-03,8.33,126.7,20.3,204.8,0.51,2.46,Clay Loam
P0426,2025-11-27,7.19,163.6,30.1,252.0,0.54,1.09,Clay Loam
P0427,2024-09-08,8.1,156.6,56.6,149.6,1.42,1.57,Sandy Loam
P0427,2025-10-05,8.13,309.3,49.3,98.9,0.31,2.17,Sandy Loam
P0428,2024-12-05,8.06,207.7,55.1,124.7,0.48,0.61,Sandy Loam
P0429,2025-01-06,7.37,208.3,55.2,178.3,0.71,0.52,Loam
P0430,2024-04-13,7.91,164.7,54.0,115.9,0.44,2.28,Clay
P0430,2025-02-23,5.97,274.6,33.5,296.3,1.13,2.27,Clay
P0431,2025-11-10,8.34,374.6,14.9,88.7,1.36,1.23,Clay Loam
P0432,2024-06-23,7.8,284.1,59.4,159.7,0.83,1.47,Clay Loam
P0432,2025-04-03,8.18,391.7,57.3,204.7,1.36,2.47,Clay Loam
P0433,2024-03-11,6.03,294.7,43.9,281.7,0.43,2.34,Alluvial
P0433,2025-11-15,6.09,297.6,24.6,254.4,1.24,0.95,Alluvial
P0434,2024-01-17,7.37,285.3,59.6,160.3,0.6,1.33,Clay
P0434,2025-06-16,8.21,126.6,25.9,116.7,1.08,1.78,Clay
P0435,2025-04-04,8.49,214.5,23.6,298.9,1.09,1.68,Alluvial
P0435,2024-12-06,7.15,156.6,58.9,217.3,1.18,0.15,Alluvial
P0436,2024-07-23,8.21,226.4,11.8,227.8,1.14,0.91,Clay
P0436,2025-06-08,8.06,339.6,30.4,155.3,1.43,1.83,Clay
P0437,2024-07-16,6.97,194.7,55.7,282.1,0.4,1.7,Alluvial
P0437,2024-11-22,8.08,370.8,11.2,108.3,1.21,0.68,Alluvial
P0437,2024-06-30,6.62,163.1,50.1,251.4,1.34,0.12,Alluvial
P0438,2024-12-15,8.11,292.9,17.8,217.7,1.35,1.21,Alluvial
P0439,2025-11-11,5.82,154.2,45.2,123.9,1.2,0.29,Loam
P0439,2024-04-03,7.65,145.6,31.6,230.8,0.55,1.82,Loam
P0440,2024-11-24,7.38,173.9,50.9,235.8,0.89,1.8,Sandy Loam
P0440,2025-04-25,6.36,309.3,53.3,93.5,0.52,0.12,Sandy Loam
P0441,2024-07-21,6.29,365.9,38.8,121.7,0.45,1.93,Clay
P0442,2024-07-10,8.05,331.8,21.4,166.8,1.3,0.81,Clay
P0443,2025-06-02,7.42,181.1,22.5,155.8,0.59,0.12,Sandy Loam
P0443,2025-11-30,6.26,331.2,13.2,93.8,0.71,1.86,Sandy Loam
P0444,2025-03-16,5.74,334.0,45.8,82.6,1.19,0.31,Sandy Loam
P0444,2025-08-25,7.81,376.1,44.9,213.2,1.45,1.47,Sandy Loam
P0444,2024-11-22,6.85,327.8,34.0,189.9,1.22,0.85,Sandy Loam
P0445,2024-07-13,6.18,167.8,44.5,170.1,1.36,0.88,Sandy Loam
P0445,2025-02-16,6.89,371.7,32.6,111.3,1.2,1.11,Sandy Loam
P0445,2024-01-26,8.12,340.7,29.1,271.5,0.48,0.98,Sandy Loam
P0446,2025-11-08,8.22,162.3,57.3,127.7,0.32,1.23,Loam
P0446,2024-10-04,6.51,126.1,29.6,146.8,1.45,1.42,Loam
P0447,2024-07-13,6.96,322.6,31.6,288.4,0.49,2.43,Alluvial
P0448,2024-12-27,8.38,138.7,26.2,184.9,0.65,0.66,Clay
P0449,2024-08-09,6.75,123.6,25.4,114.9,1.06,1.74,Alluvial
P0449,2025-03-15,7.33,287.8,36.5,155.0,0.75,1.75,Alluvial
P0450,2025-01-13,7.2,252.6,10.9,161.4,0.6,2.37,Loam
P0451,2024-08-27,8.23,372.7,41.7,278.4,0.87,0.77,Alluvial
P0451,2024-12-14,7.23,212.7,19.7,108.0,0.69,1.62,Alluvial
P0451,2024-08-22,7.62,290.6,50.7,134.8,0.98,2.24,Alluvial
P0452,2025-06-07,8.14,227.6,17.4,150.8,0.94,1.21,Clay Loam
P0452,2024-09-29,5.7,229.1,19.7,249.4,1.15,0.97,Clay Loam
P0453,2025-04-30,6.24,297.3,26.4,261.5,0.88,0.45,Sandy Loam
P0454,2024-11-23,6.95,208.0,54.2,124.0,1.27,0.55,Clay Loam
P0454,2025-09-03,7.32,202.8,13.0,274.6,0.93,1.31,Clay Loam
P0455,2025-01-20,6.77,349.2,10.5,137.4,0.47,0.16,Clay Loam
P0456,2025-10-21,7.79,142.0,33.2,280.2,0.48,1.6,Clay
P0456,2025-07-22,5.97,244.4,25.7,286.1,0.85,0.57,Clay
P0456,2025-09-13,6.86,165.6,16.4,290.3,0.45,2.18,Clay
P0457,2025-05-03,6.61,208.3,46.0,201.0,1.05,1.65,Alluvial
P0457,2025-02-09,6.03,291.7,48.0,221.6,0.69,1.92,Alluvial
P0457,2024-02-10,8.15,135.6,45.9,109.0,0.38,0.26,Alluvial
P0458,2024-04-14,7.07,383.2,21.8,246.0,1.47,0.91,Clay Loam
P0459,2024-12-17,7.75,257.9,37.3,195.4,1.07,1.05,Loam
P0459,2024-06-07,7.14,145.1,20.4,115.0,1.22,2.18,Loam
P0460,2024-09-02,5.67,311.4,11.2,221.4,1.14,1.25,Clay
P0461,2024-08-12,7.78,386.0,57.7,110.3,0.68,1.03,Clay Loam
P0462,2025-11-17,6.69,262.9,24.5,85.2,1.16,1.1,Sandy Loam
P0462,2024-03-10,5.62,285.1,20.4,208.2,0.31,1.78,Sandy Loam
P0462,2025-08-18,8.14,262.6,51.5,167.4,0.48,0.12,Sandy Loam
P0463,2025-09-29,6.34,275.8,35.5,115.2,0.54,1.56,Clay Loam
P0463,2024-12-08,6.09,371.4,29.6,223.1,0.84,1.17,Clay Loam
P0463,2025-10-29,7.52,335.6,20.2,104.8,0.76,0.36,Clay Loam
P0464,2024-07-23,7.78,326.0,24.9,231.7,0.56,1.52,Sandy Loam
P0465,2025-01-04,6.89,301.4,21.5,275.8,1.31,0.62,Loam
P0465,2024-01-25,6.43,180.6,19.0,153.5,0.9,1.83,Loam
P0466,2024-12-01,6.87,229.4,47.7,282.6,0.88,1.53,Clay
P0466,2025-11-14,8.07,189.6,40.8,274.6,1.32,1.59,Clay
P0466,2024-01-12,8.34,380.4,25.2,163.9,0.98,0.48,Clay
P0467,2025-01-11,6.15,173.4,31.2,272.8,0.39,1.1,Clay
P0468,2024-10-31,7.81,371.6,25.1,137.8,1.42,2.23,Sandy Loam
P0469,2024-05-03,8.26,328.4,44.1,86.7,1.42,1.24,Sandy Loam
P0470,2024-04-25,5.76,185.7,53.5,207.6,0.97,0.75,Clay Loam
P0471,2025-07-30,6.94,324.8,17.7,94.3,1.11,0.17,Loam
P0471,2025-05-24,6.8,250.4,18.8,82.9,1.38,1.68,Loam
P0471,2024-10-14,7.63,321.3,20.1,138.8,1.11,2.41,Loam
P0472,2024-08-28,7.57,346.9,59.8,89.7,0.98,2.16,Loam
P0473,2025-05-15,7.88,320.4,47.1,143.0,0.41,0.98,Sandy Loam
P0473,2025-04-28,7.13,224.5,55.1,239.8,0.95,0.87,Sandy Loam
P0473,2025-10-16,6.54,168.7,30.1,182.8,0.72,0.8,Sandy Loam
P0474,2025-05-21,7.53,234.2,58.1,99.0,0.6,0.43,Loam
P0474,2025-01-02,7.44,246.2,37.0,229.7,1.37,0.92,Loam
P0474,2025-10-02,5.94,215.7,41.6,243.9,1.32,1.48,Loam
P0475,2025-02-09,5.75,237.3,15.6,190.3,0.35,0.35,Alluvial
P0476,2024-09-17,8.3,306.1,18.2,129.9,1.15,0.9,Alluvial
P0477,2024-11-29,7.7,343.1,37.4,166.9,1.09,1.04,Clay Loam
P0478,2024-12-25,7.75,312.6,59.4,129.7,1.07,0.47,Loam
P0478,2024-07-11,7.65,370.1,58.5,256.0,0.89,2.3,Loam
P0478,2024-11-09,6.23,233.7,51.3,199.2,0.42,2.05,Loam
P0479,2024-01-17,5.59,153.9,19.3,250.7,0.39,0.71,Loam
P0480,2025-03-08,8.33,305.2,10.5,211.5,0.71,1.0,Loam
P0481,2025-03-14,7.36,377.5,41.8,210.5,1.11,2.44,Clay
P0481,2025-05-26,6.46,128.7,45.0,269.5,0.76,1.39,Clay
P0482,2025-03-08,7.57,293.7,27.6,293.7,0.89,0.17,Loam
P0483,2025-05-14,7.78,144.3,22.6,100.3,0.59,2.09,Clay
P0484,2024-04-06,6.86,329.7,22.1,296.5,0.34,0.84,Loam
P0484,2025-04-07,6.15,235.0,10.5,108.2,1.34,1.97,Loam
P0484,2025-06-02,6.83,260.6,33.2,233.4,0.77,2.32,Loam
P0485,2024-02-19,6.26,152.9,35.8,118.3,0.84,2.15,Alluvial
P0485,2024-02-10,6.37,212.8,15.5,114.1,1.3,0.58,Alluvial
P0485,2025-05-12,6.25,228.4,47.2,223.9,0.51,1.0,Alluvial
P0486,2024-07-06,6.17,362.4,39.2,188.5,1.16,2.04,Alluvial
P0486,2024-04-28,5.8,159.0,47.0,288.3,0.98,1.15,Alluvial
P0487,2025-03-16,5.56,267.0,44.7,219.7,0.43,1.24,Loam
P0487,2024-10-12,6.81,316.6,13.3,99.2,1.35,1.7,Loam
P0488,2025-02-14,7.02,188.1,56.4,110.3,0.33,0.31,Loam
P0488,2024-07-10,7.49,244.9,59.8,162.1,0.62,0.26,Loam
P0489,2024-07-08,7.25,152.4,12.0,124.5,0.66,1.89,Clay Loam
P0489,2025-02-04,5.53,136.8,49.4,104.8,1.1,1.51,Clay Loam
P0489,2024-01-10,6.41,347.2,26.0,133.6,0.88,0.61,Clay Loam
P0490,2025-05-01,6.93,180.0,18.6,201.7,1.05,2.16,Clay
P0490,2024-03-13,5.94,155.5,35.5,269.5,0.38,1.33,Clay
P0490,2024-03-15,7.2,189.2,47.7,264.7,0.73,0.64,Clay
P0491,2025-02-20,5.68,240.9,53.5,251.7,0.33,1.71,Clay
P0491,2025-01-17,6.67,289.8,53.3,244.7,0.45,1.58,Clay
P0492,2025-02-20,7.44,331.5,17.9,211.8,0.65,1.96,Sandy Loam
P0492,2025-03-19,7.3,236.8,38.1,235.0,1.23,1.96,Sandy Loam
P0492,2024-02-10,6.61,230.1,33.2,257.5,1.4,0.83,Sandy Loam
P0493,2025-09-11,6.48,206.3,57.4,192.5,0.76,2.19,Sandy Loam
P0493,2025-08-26,7.59,378.6,40.3,225.4,0.99,1.23,Sandy Loam
P0493,2024-04-03,7.57,393.1,36.6,215.6,0.38,1.61,Sandy Loam
P0494,2024-10-22,7.28,183.8,56.3,151.3,0.59,0.56,Sandy Loam
P0494,2024-11-09,6.08,213.8,43.8,141.3,1.02,1.71,Sandy Loam
P0495,2025-09-19,8.17,159.0,48.5,144.9,1.12,0.97,Sandy Loam
P0496,2025-07-20,6.46,343.4,39.1,118.2,1.17,2.2,Sandy Loam
P0496,2025-10-15,6.24,287.5,41.7,154.2,1.36,2.04,Sandy Loam
P0496,2025-01-18,6.24,255.6,23.5,205.0,0.94,0.45,Sandy Loam
P0497,2024-03-14,6.26,390.6,50.7,296.5,0.3,0.55,Loam
P0497,2024-09-17,8.28,247.3,59.5,208.4,0.63,1.46,Loam
P0497,2024-07-22,6.3,394.8,41.4,187.7,0.43,1.15,Loam
P0498,2024-05-02,5.92,154.4,48.0,298.7,0.35,0.27,Loam
P0498,2024-04-20,7.15,195.2,49.2,283.7,1.12,0.59,Loam
P0499,2025-08-03,5.68,151.2,58.8,238.3,0.64,0.68,Sandy Loam
P0499,2024-08-13,7.35,279.8,23.3,201.6,1.31,0.46,Sandy Loam
P0499,2025-07-20,7.25,333.5,18.6,292.6,0.76,1.4,Sandy Loam
P0500,2024-06-13,5.77,327.3,58.9,139.3,0.88,0.33,Clay Loam
