parcel_id,date,crop_stage,risk_level,recommendation,source
P0264,2025-05-25,Maturity,high,Do not irrigate today — soil moisture adequate.,rule_engine
P0264,2025-06-23,Germination,medium,Apply light irrigation in evening.,weather_service
P0264,2025-01-27,Panicle Initiation,medium,Delay fertilizer until rainfall subsides.,weather_service
P0264,2025-06-09,Maturity,high,Apply light irrigation in evening.,rule_engine
P0265,2025-02-18,Tillering,low,Delay fertilizer until rainfall subsides.,weather_service
P0265,2025-05-26,Peg Formation,high,Delay fertilizer until rainfall subsides.,weather_service
P0265,2025-02-16,Flowering,low,Monitor for stem borer — scout field edges.,weather_service
P0266,2025-02-17,Peg Formation,low,Apply light irrigation in evening.,rule_engine
P0266,2025-05-18,Panicle Initiation,medium,Field conditions stable — continue regular monitoring.,weather_service
P0266,2025-06-16,Peg Formation,low,Monitor for stem borer — scout field edges.,ml_model
P0266,2025-06-23,Panicle Initiation,medium,Apply light irrigation in evening.,rule_engine
P0266,2025-06-08,Panicle Initiation,medium,Delay fertilizer until rainfall subsides.,ml_model
P0266,2025-03-07,Panicle Initiation,low,Apply light irrigation in evening.,weather_service
P0266,2025-03-17,Flowering,high,Field conditions stable — continue regular monitoring.,ml_model
P0267,2025-02-24,Flowering,high,Apply light irrigation in evening.,rule_engine
P0267,2025-03-14,Panicle Initiation,medium,Do not irrigate today — soil moisture adequate.,ml_model
P0267,2025-03-24,Panicle Initiation,low,Monitor for stem borer — scout field edges.,ml_model
P0267,2025-04-18,Flowering,high,Monitor for stem borer — scout field edges.,ml_model
P0267,2025-01-05,Flowering,high,Field conditions stable — continue regular monitoring.,weather_service
P0267,2025-03-15,Peg Formation,high,Apply light irrigation in evening.,ml_model
P0267,2025-02-21,Maturity,low,Apply light irrigation in evening.,rule_engine
P0268,2025-02-11,Seedling,medium,Do not irrigate today — soil moisture adequate.,weather_service
P0268,2025-06-17,Seedling,low,Delay fertilizer until rainfall subsides.,weather_service
P0268,2025-07-01,Vegetative,low,Delay fertilizer until rainfall subsides.,weather_service
P0268,2025-06-05,Vegetative,high,Field conditions stable — continue regular monitoring.,weather_service
P0268,2025-07-01,Maturity,medium,Field conditions stable — continue regular monitoring.,weather_service
P0268,2025-05-19,Germination,medium,Field conditions stable — continue regular monitoring.,weather_service
P0268,2025-03-05,Flowering,medium,Monitor for stem borer — scout field edges.,rule_engine
P0268,2025-01-21,Panicle Initiation,low,Field conditions stable — continue regular monitoring.,rule_engine
P0269,2025-06-04,Seedling,medium,Delay fertilizer until rainfall subsides.,weather_service
P0269,2025-03-22,Vegetative,low,Monitor for stem borer — scout field edges.,rule_engine
P0270,2025-04-13,Flowering,high,Delay fertilizer until rainfall subsides.,weather_service
P0270,2025-02-12,Maturity,high,Do not irrigate today — soil moisture adequate.,weather_service
P0270,2025-07-02,Seedling,low,Monitor for stem borer — scout field edges.,rule_engine
P0270,2025-04-24,Flowering,high,Delay fertilizer until rainfall subsides.,rule_engine
P0270,2025-04-19,Panicle Initiation,high,Monitor for stem borer — scout field edges.,rule_engine
P0270,2025-01-24,Vegetative,medium,Apply light irrigation in evening.,weather_service
P0271,2025-01-25,Peg Formation,medium,Delay fertilizer until rainfall subsides.,weather_service
P0271,2025-01-27,Flowering,low,Apply light irrigation in evening.,ml_model
P0271,2025-01-30,Panicle Initiation,medium,Delay fertilizer until rainfall subsides.,weather_service
P0272,2025-07-02,Maturity,high,Field conditions stable — continue regular monitoring.,weather_service
P0272,2025-05-08,Peg Formation,high,Delay fertilizer until rainfall subsides.,ml_model
P0272,2025-05-20,Peg Formation,medium,Delay fertilizer until rainfall subsides.,rule_engine
P0272,2025-02-23,Maturity,low,Apply light irrigation in evening.,weather_service
P0272,2025-04-21,Flowering,low,Delay fertilizer until rainfall subsides.,ml_model
P0272,2025-02-18,Flowering,low,Field conditions stable — continue regular monitoring.,rule_engine
P0272,2025-02-15,Flowering,medium,Apply light irrigation in evening.,ml_model
P0272,2025-02-11,Flowering,medium,Delay fertilizer until rainfall subsides.,ml_model
P0273,2025-05-22,Maturity,medium,Field conditions stable — continue regular monitoring.,weather_service
P0273,2025-06-15,Maturity,high,Apply light irrigation in evening.,ml_model
P0273,2025-01-26,Germination,low,Delay fertilizer until rainfall subsides.,weather_service
P0273,2025-03-20,Germination,high,Delay fertilizer until rainfall subsides.,rule_engine
P0274,2025-05-04,Peg Formation,medium,Apply light irrigation in evening.,ml_model
P0274,2025-06-15,Maturity,high,Delay fertilizer until rainfall subsides.,ml_model
P0275,2025-01-20,Peg Formation,medium,Apply light irrigation in evening.,rule_engine
P0275,2025-06-17,Peg Formation,high,Field conditions stable — continue regular monitoring.,ml_model
P0275,2025-03-12,Tillering,medium,Do not irrigate today — soil moisture adequate.,ml_model
P0275,2025-04-30,Flowering,low,Monitor for stem borer — scout field edges.,ml_model
P0275,2025-04-12,Seedling,high,Do not irrigate today — soil moisture adequate.,weather_service
P0276,2025-04-15,Flowering,low,Apply light irrigation in evening.,weather_service
P0276,2025-06-19,Flowering,low,Apply light irrigation in evening.,weather_service
P0276,2025-05-11,Maturity,low,Apply light irrigation in evening.,rule_engine
P0277,2025-01-21,Tillering,low,Delay fertilizer until rainfall subsides.,rule_engine
P0277,2025-04-05,Germination,medium,Do not irrigate today — soil moisture adequate.,ml_model
P0277,2025-05-09,Peg Formation,low,Delay fertilizer until rainfall subsides.,ml_model
P0277,2025-03-12,Panicle Initiation,medium,Monitor for stem borer — scout field edges.,ml_model
P0277,2025-06-04,Panicle Initiation,high,Apply light irrigation in evening.,weather_service
P0277,2025-03-15,Peg Formation,high,Monitor for stem borer — scout field edges.,weather_service
P0277,2025-02-18,Peg Formation,high,Field conditions stable — continue regular monitoring.,rule_engine
P0278,2025-07-12,Seedling,medium,Delay fertilizer until rainfall subsides.,weather_service
P0278,2025-03-03,Tillering,low,Do not irrigate today — soil moisture adequate.,rule_engine
P0278,2025-05-21,Maturity,low,Field conditions stable — continue regular monitoring.,weather_service
P0278,2025-04-14,Germination,high,Field conditions stable — continue regular monitoring.,weather_service
P0278,2025-07-03,Flowering,low,Do not irrigate today — soil moisture adequate.,rule_engine
P0279,2025-01-18,Panicle Initiation,high,Field conditions stable — continue regular monitoring.,weather_service
P0279,2025-03-25,Seedling,low,Apply light irrigation in evening.,rule_engine
P0279,2025-07-01,Maturity,high,Delay fertilizer until rainfall subsides.,weather_service
P0279,2025-04-26,Flowering,high,Do not irrigate today — soil moisture adequate.,rule_engine
P0279,2025-05-25,Maturity,high,Monitor for stem borer — scout field edges.,rule_engine
P0279,2025-03-27,Maturity,high,Delay fertilizer until rainfall subsides.,rule_engine
P0279,2025-03-11,Seedling,high,Monitor for stem borer — scout field edges.,ml_model
P0279,2025-06-02,Maturity,medium,Field conditions stable — continue regular monitoring.,rule_engine
P0280,2025-03-20,Tillering,medium,Field conditions stable — continue regular monitoring.,ml_model
P0280,2025-02-04,Tillering,low,Do not irrigate today — soil moisture adequate.,weather_service
P0280,2025-01-16,Maturity,high,Do not irrigate today — soil moisture adequate.,ml_model
P0280,2025-07-16,Germination,medium,Apply light irrigation in evening.,weather_service
P0280,2025-07-19,Flowering,low,Delay fertilizer until rainfall subsides.,ml_model
P0280,2025-01-28,Germination,low,Do not irrigate today — soil moisture adequate.,rule_engine
P0280,2025-06-18,Panicle Initiation,high,Monitor for stem borer — scout field edges.,rule_engine
P0281,2025-02-17,Flowering,medium,Apply light irrigation in evening.,weather_service
P0281,2025-05-19,Seedling,high,Do not irrigate today — soil moisture adequate.,ml_model
P0281,2025-06-27,Maturity,low,Do not irrigate today — soil moisture adequate.,rule_engine
P0281,2025-06-29,Flowering,medium,Monitor for stem borer — scout field edges.,rule_engine
P0281,2025-04-19,Vegetative,medium,Apply light irrigation in evening.,rule_engine
P0281,2025-05-20,Maturity,low,Monitor for stem borer — scout field edges.,ml_model
P0281,2025-01-06,Panicle Initiation,high,Delay fertilizer until rainfall subsides.,rule_engine
P0281,2025-05-31,Germination,medium,Monitor for stem borer — scout field edges.,rule_engine
P0282,2025-03-15,Vegetative,medium,Field conditions stable — continue regular monitoring.,ml_model
P0282,2025-03-24,Tillering,low,Field conditions stable — continue regular monitoring.,ml_model
P0282,2025-06-25,Maturity,medium,Monitor for stem borer — scout field edges.,ml_model
P0282,2025-05-06,Flowering,medium,Field conditions stable — continue regular monitoring.,ml_model
P0282,2025-07-06,Vegetative,low,Monitor for stem borer — scout field edges.,rule_engine
P0283,2025-05-30,Vegetative,low,Do not irrigate today — soil moisture adequate.,ml_model
P0283,2025-01-05,Flowering,low,Field conditions stable — continue regular monitoring.,weather_service
P0283,2025-01-24,Peg Formation,medium,Field conditions stable — continue regular monitoring.,rule_engine
P0283,2025-02-04,Vegetative,medium,Monitor for stem borer — scout field edges.,ml_model
P0283,2025-02-10,Maturity,medium,Do not irrigate today — soil moisture adequate.,rule_engine
P0284,2025-07-17,Flowering,medium,Field conditions stable — continue regular monitoring.,weather_service
P0284,2025-01-19,Vegetative,high,Do not irrigate today — soil moisture adequate.,weather_service
P0284,2025-04-24,Flowering,high,Do not irrigate today — soil moisture adequate.,ml_model
P0285,2025-01-16,Vegetative,medium,Apply light irrigation in evening.,weather_service
P0285,2025-03-15,Seedling,low,Apply light irrigation in evening.,rule_engine
P0285,2025-03-04,Maturity,medium,Apply light irrigation in evening.,rule_engine
P0285,2025-01-31,Vegetative,high,Do not irrigate today — soil moisture adequate.,ml_model
P0285,2025-02-20,Tillering,high,Field conditions stable — continue regular monitoring.,ml_model
P0286,2025-06-12,Seedling,medium,Apply light irrigation in evening.,rule_engine
P0286,2025-04-26,Germination,medium,Apply light irrigation in evening.,ml_model
P0286,2025-06-14,Flowering,high,Do not irrigate today — soil moisture adequate.,rule_engine
P0287,2025-05-27,Flowering,high,Monitor for stem borer — scout field edges.,weather_service
P0287,2025-02-10,Flowering,high,Apply light irrigation in evening.,weather_service
P0287,2025-03-01,Tillering,low,Do not irrigate today — soil moisture adequate.,weather_service
P0287,2025-04-06,Peg Formation,low,Apply light irrigation in evening.,weather_service
P0287,2025-06-13,Maturity,high,Do not irrigate today — soil moisture adequate.,rule_engine
P0287,2025-02-18,Maturity,low,Do not irrigate today — soil moisture adequate.,ml_model
P0287,2025-03-29,Vegetative,low,Delay fertilizer until rainfall subsides.,weather_service
P0288,2025-03-25,Flowering,high,Do not irrigate today — soil moisture adequate.,weather_service
P0288,2025-07-07,Maturity,high,Apply light irrigation in evening.,rule_engine
P0288,2025-01-25,Maturity,low,Apply light irrigation in evening.,ml_model
P0288,2025-01-09,Seedling,medium,Delay fertilizer until rainfall subsides.,rule_engine
P0288,2025-02-09,Seedling,high,Do not irrigate today — soil moisture adequate.,ml_model
P0288,2025-05-15,Panicle Initiation,medium,Do not irrigate today — soil moisture adequate.,ml_model
P0288,2025-05-15,Panicle Initiation,low,Delay fertilizer until rainfall subsides.,weather_service
P0288,2025-01-14,Vegetative,low,Monitor for stem borer — scout field edges.,ml_model
P0289,2025-04-19,Maturity,high,Do not irrigate today — soil moisture adequate.,ml_model
P0289,2025-02-28,Maturity,low,Do not irrigate today — soil moisture adequate.,weather_service
P0289,2025-06-18,Flowering,low,Field conditions stable — continue regular monitoring.,ml_model
P0289,2025-01-02,Panicle Initiation,medium,Delay fertilizer until rainfall subsides.,rule_engine
P0289,2025-03-26,Flowering,high,Delay fertilizer until rainfall subsides.,weather_service
P0289,2025-03-28,Vegetative,low,Apply light irrigation in evening.,weather_service
P0289,2025-06-24,Germination,high,Apply light irrigation in evening.,ml_model
P0289,2025-04-18,Vegetative,high,Field conditions stable — continue regular monitoring.,weather_service
P0290,2025-07-12,Maturity,low,Monitor for stem borer — scout field edges.,weather_service
P0290,2025-05-03,Seedling,low,Apply light irrigation in evening.,weather_service
P0290,2025-04-24,Tillering,low,Field conditions stable — continue regular monitoring.,rule_engine
P0290,2025-05-12,Panicle Initiation,high,Monitor for stem borer — scout field edges.,rule_engine
P0291,2025-06-27,Maturity,medium,Delay fertilizer until rainfall subsides.,ml_model
P0291,2025-01-21,Vegetative,low,Do not irrigate today — soil moisture adequate.,rule_engine
P0291,2025-01-31,Seedling,high,Do not irrigate today — soil moisture adequate.,weather_service
P0292,2025-03-11,Germination,medium,Field conditions stable — continue regular monitoring.,rule_engine
P0292,2025-03-23,Flowering,high,Delay fertilizer until rainfall subsides.,weather_service
P0292,2025-01-22,Maturity,low,Do not irrigate today — soil moisture adequate.,rule_engine
P0292,2025-01-12,Panicle Initiation,high,Field conditions stable — continue regular monitoring.,ml_model
P0292,2025-01-04,Flowering,medium,Monitor for stem borer — scout field edges.,rule_engine
P0292,2025-06-19,Germination,medium,Delay fertilizer until rainfall subsides.,ml_model
P0292,2025-03-01,Peg Formation,low,Monitor for stem borer — scout field edges.,weather_service
P0292,2025-03-09,Panicle Initiation,high,Monitor for stem borer — scout field edges.,ml_model
P0293,2025-05-29,Tillering,low,Do not irrigate today — soil moisture adequate.,ml_model
P0293,2025-04-17,Flowering,low,Monitor for stem borer — scout field edges.,rule_engine
P0293,2025-04-22,Vegetative,medium,Do not irrigate today — soil moisture adequate.,ml_model
P0293,2025-04-19,Maturity,low,Apply light irrigation in evening.,weather_service
P0294,2025-06-25,Maturity,medium,Do not irrigate today — soil moisture adequate.,weather_service
P0294,2025-05-11,Flowering,high,Monitor for stem borer — scout field edges.,ml_model
P0295,2025-03-13,Seedling,high,Field conditions stable — continue regular monitoring.,ml_model
P0295,2025-03-14,Maturity,high,Do not irrigate today — soil moisture adequate.,rule_engine
P0295,2025-03-03,Maturity,medium,Do not irrigate today — soil moisture adequate.,weather_service
P0295,2025-07-05,Germination,high,Apply light irrigation in evening.,ml_model
P0296,2025-03-15,Tillering,low,Do not irrigate today — soil moisture adequate.,weather_service
P0296,2025-04-20,Maturity,high,Monitor for stem borer — scout field edges.,weather_service
P0296,2025-05-11,Flowering,medium,Field conditions stable — continue regular monitoring.,ml_model
P0296,2025-02-08,Maturity,low,Delay fertilizer until rainfall subsides.,ml_model
P0296,2025-02-22,Maturity,low,Apply light irrigation in evening.,weather_service
P0296,2025-02-17,Germination,low,Monitor for stem borer — scout field edges.,ml_model
P0296,2025-05-09,Germination,low,Monitor for stem borer — scout field edges.,rule_engine
P0297,2025-04-12,Tillering,medium,Field conditions stable — continue regular monitoring.,rule_engine
P0297,2025-07-18,Flowering,medium,Apply light irrigation in evening.,rule_engine
P0297,2025-07-06,Seedling,medium,Field conditions stable — continue regular monitoring.,weather_service
P0298,2025-01-31,Germination,low,Monitor for stem borer — scout field edges.,ml_model
P0298,2025-01-28,Germination,low,Field conditions stable — continue regular monitoring.,ml_model
P0298,2025-04-13,Flowering,low,Field conditions stable — continue regular monitoring.,ml_model
P0298,2025-07-04,Peg Formation,low,Monitor for stem borer — scout field edges.,rule_engine
P0298,2025-04-01,Peg Formation,medium,Apply light irrigation in evening.,rule_engine
P0298,2025-05-02,Maturity,medium,Delay fertilizer until rainfall subsides.,rule_engine
P0298,2025-03-23,Maturity,low,Apply light irrigation in evening.,rule_engine
P0298,2025-06-29,Flowering,medium,Monitor for stem borer — scout field edges.,weather_service
P0299,2025-04-25,Maturity,high,Apply light irrigation in evening.,weather_service
P0299,2025-06-06,Seedling,high,Apply light irrigation in evening.,weather_service
P0299,2025-02-12,Germination,high,Delay fertilizer until rainfall subsides.,ml_model
P0299,2025-05-18,Flowering,high,Delay fertilizer until rainfall subsides.,ml_model
P0299,2025-07-11,Maturity,medium,Monitor for stem borer — scout field edges.,rule_engine
P0299,2025-03-02,Seedling,high,Apply light irrigation in evening.,weather_service
P0299,2025-02-06,Maturity,high,Apply light irrigation in evening.,weather_service
P0299,2025-07-12,Tillering,medium,Field conditions stable — continue regular monitoring.,weather_service
P0300,2025-01-09,Peg Formation,low,Monitor for stem borer — scout field edges.,weather_service
P0300,2025-06-26,Vegetative,low,Apply light irrigation in evening.,weather_service
P0300,2025-01-11,Maturity,low,Delay fertilizer until rainfall subsides.,weather_service
P0300,2025-05-27,Flowering,medium,Monitor for stem borer — scout field edges.,weather_service
P0301,2025-06-02,Germination,low,Monitor for stem borer — scout field edges.,ml_model
P0301,2025-01-15,Flowering,high,Delay fertilizer until rainfall subsides.,weather_service
P0301,2025-05-08,Maturity,high,Apply light irrigation in evening.,weather_service
P0302,2025-05-28,Vegetative,high,Field conditions stable — continue regular monitoring.,rule_engine
P0302,2025-01-18,Seedling,low,Do not irrigate today — soil moisture adequate.,rule_engine
P0302,2025-04-21,Seedling,high,Field conditions stable — continue regular monitoring.,rule_engine
P0302,2025-02-23,Tillering,low,Delay fertilizer until rainfall subsides.,ml_model
P0302,2025-01-09,Panicle Initiation,medium,Monitor for stem borer — scout field edges.,rule_engine
P0303,2025-07-18,Tillering,medium,Do not irrigate today — soil moisture adequate.,rule_engine
P0303,2025-01-13,Seedling,medium,Delay fertilizer until rainfall subsides.,ml_model
P0303,2025-01-31,Peg Formation,medium,Delay fertilizer until rainfall subsides.,ml_model
P0303,2025-07-06,Flowering,low,Apply light irrigation in evening.,ml_model
P0303,2025-07-20,Seedling,low,Apply light irrigation in evening.,weather_service
P0304,2025-02-06,Maturity,medium,Field conditions stable — continue regular monitoring.,ml_model
P0304,2025-05-05,Peg Formation,high,Apply light irrigation in evening.,weather_service
P0304,2025-02-05,Seedling,low,Monitor for stem borer — scout field edges.,rule_engine
P0304,2025-04-02,Peg Formation,low,Do not irrigate today — soil moisture adequate.,ml_model
P0304,2025-02-10,Maturity,high,Field conditions stable — continue regular monitoring.,ml_model
P0305,2025-01-25,Germination,high,Apply light irrigation in evening.,rule_engine
P0305,2025-03-22,Flowering,high,Field conditions stable — continue regular monitoring.,weather_service
P0305,2025-04-16,Peg Formation,medium,Field conditions stable — continue regular monitoring.,rule_engine
P0305,2025-02-18,Flowering,low,Delay fertilizer until rainfall subsides.,weather_service
P0305,2025-02-28,Maturity,low,Field conditions stable — continue regular monitoring.,weather_service
P0306,2025-03-11,Vegetative,low,Apply light irrigation in evening.,weather_service
P0306,2025-02-24,Flowering,medium,Monitor for stem borer — scout field edges.,rule_engine
P0306,2025-05-19,Seedling,high,Monitor for stem borer — scout field edges.,rule_engine
P0306,2025-04-14,Maturity,medium,Delay fertilizer until rainfall subsides.,rule_engine
P0306,2025-03-31,Germination,medium,Monitor for stem borer — scout field edges.,ml_model
P0307,2025-06-17,Vegetative,medium,Monitor for stem borer — scout field edges.,weather_service
P0307,2025-05-26,Peg Formation,medium,Apply light irrigation in evening.,weather_service
P0307,2025-06-25,Tillering,low,Field conditions stable — continue regular monitoring.,rule_engine
P0307,2025-03-28,Peg Formation,high,Do not irrigate today — soil moisture adequate.,ml_model
P0307,2025-01-05,Panicle Initiation,low,Do not irrigate today — soil moisture adequate.,rule_engine
P0308,2025-01-22,Seedling,high,Apply light irrigation in evening.,ml_model
P0308,2025-06-16,Maturity,high,Delay fertilizer until rainfall subsides.,rule_engine
P0308,2025-03-25,Peg Formation,medium,Apply light irrigation in evening.,weather_service
P0308,2025-05-25,Maturity,high,Apply light irrigation in evening.,rule_engine
P0308,2025-02-01,Vegetative,high,Apply light irrigation in evening.,weather_service
P0308,2025-05-15,Tillering,medium,Monitor for stem borer — scout field edges.,rule_engine
P0308,2025-03-27,Maturity,high,Monitor for stem borer — scout field edges.,ml_model
P0309,2025-02-11,Peg Formation,medium,Field conditions stable — continue regular monitoring.,weather_service
P0309,2025-04-05,Panicle Initiation,low,Delay fertilizer until rainfall subsides.,ml_model
P0309,2025-02-26,Germination,high,Field conditions stable — continue regular monitoring.,weather_service
P0309,2025-04-26,Seedling,high,Apply light irrigation in evening.,ml_model
P0309,2025-05-24,Flowering,high,Do not irrigate today — soil moisture adequate.,ml_model
P0309,2025-02-27,Peg Formation,medium,Apply light irrigation in evening.,rule_engine
P0309,2025-03-10,Maturity,low,Field conditions stable — continue regular monitoring.,weather_service
P0309,2025-03-10,Tillering,low,Delay fertilizer until rainfall subsides.,weather_service
P0310,2025-01-15,Panicle Initiation,medium,Delay fertilizer until rainfall subsides.,rule_engine
P0310,2025-01-21,Flowering,high,Field conditions stable — continue regular monitoring.,rule_engine
P0310,2025-07-14,Flowering,medium,Do not irrigate today — soil moisture adequate.,weather_service
P0310,2025-06-28,Panicle Initiation,high,Delay fertilizer until rainfall subsides.,weather_service
P0310,2025-02-15,Peg Formation,low,Apply light irrigation in evening.,ml_model
P0311,2025-05-10,Maturity,medium,Do not irrigate today — soil moisture adequate.,rule_engine
P0311,2025-06-09,Flowering,low,Delay fertilizer until rainfall subsides.,rule_engine
P0312,2025-05-24,Flowering,medium,Apply light irrigation in evening.,rule_engine
P0312,2025-07-10,Maturity,low,Do not irrigate today — soil moisture adequate.,rule_engine
P0312,2025-02-08,Flowering,low,Field conditions stable — continue regular monitoring.,rule_engine
P0312,2025-07-09,Vegetative,high,Delay fertilizer until rainfall subsides.,rule_engine
P0312,2025-03-12,Flowering,low,Delay fertilizer until rainfall subsides.,ml_model
P0312,2025-06-17,Seedling,medium,Field conditions stable — continue regular monitoring.,weather_service
P0313,2025-01-25,Panicle Initiation,low,Field conditions stable — continue regular monitoring.,rule_engine
P0313,2025-04-16,Peg Formation,medium,Delay fertilizer until rainfall subsides.,ml_model
P0313,2025-01-14,Maturity,low,Do not irrigate today — soil moisture adequate.,weather_service
P0313,2025-05-18,Germination,low,Field conditions stable — continue regular monitoring.,ml_model
P0313,2025-04-16,Peg Formation,low,Do not irrigate today — soil moisture adequate.,ml_model
P0313,2025-07-16,Germination,medium,Apply light irrigation in evening.,weather_service
P0313,2025-04-27,Maturity,low,Field conditions stable — continue regular monitoring.,rule_engine
P0314,2025-07-01,Flowering,low,Apply light irrigation in evening.,rule_engine
P0314,2025-05-01,Panicle Initiation,low,Delay fertilizer until rainfall subsides.,weather_service
P0314,2025-01-13,Panicle Initiation,medium,Do not irrigate today — soil moisture adequate.,weather_service
P0314,2025-06-03,Panicle Initiation,low,Monitor for stem borer — scout field edges.,weather_service
P0314,2025-07-19,Peg Formation,high,Do not irrigate today — soil moisture adequate.,ml_model
P0314,2025-03-10,Peg Formation,medium,Monitor for stem borer — scout field edges.,rule_engine
P0314,2025-07-06,Maturity,low,Apply light irrigation in evening.,ml_model
P0315,2025-06-02,Maturity,low,Delay fertilizer until rainfall subsides.,rule_engine
P0315,2025-04-08,Seedling,high,Do not irrigate today — soil moisture adequate.,ml_model
P0315,2025-02-07,Maturity,medium,Do not irrigate today — soil moisture adequate.,weather_service
P0315,2025-05-30,Vegetative,low,Apply light irrigation in evening.,rule_engine
P0315,2025-07-02,Germination,high,Apply light irrigation in evening.,ml_model
P0315,2025-02-18,Peg Formation,medium,Monitor for stem borer — scout field edges.,weather_service
P0315,2025-05-26,Flowering,low,Monitor for stem borer — scout field edges.,rule_engine
P0315,2025-04-03,Flowering,medium,Monitor for stem borer — scout field edges.,weather_service
P0316,2025-04-06,Vegetative,medium,Do not irrigate today — soil moisture adequate.,weather_service
P0316,2025-04-15,Flowering,low,Apply light irrigation in evening.,ml_model
P0316,2025-04-13,Vegetative,medium,Monitor for stem borer — scout field edges.,ml_model
P0316,2025-04-18,Panicle Initiation,low,Apply light irrigation in evening.,ml_model
P0316,2025-01-24,Germination,high,Apply light irrigation in evening.,ml_model
P0316,2025-05-01,Maturity,medium,Do not irrigate today — soil moisture adequate.,rule_engine
P0316,2025-07-16,Vegetative,medium,Do not irrigate today — soil moisture adequate.,rule_engine
P0317,2025-04-13,Tillering,medium,Apply light irrigation in evening.,ml_model
P0317,2025-06-12,Maturity,medium,Monitor for stem borer — scout field edges.,ml_model
P0317,2025-02-16,Tillering,medium,Delay fertilizer until rainfall subsides.,weather_service
P0317,2025-01-19,Flowering,medium,Do not irrigate today — soil moisture adequate.,weather_service
P0317,2025-02-10,Maturity,medium,Delay fertilizer until rainfall subsides.,rule_engine
P0317,2025-04-21,Maturity,high,Field conditions stable — continue regular monitoring.,rule_engine
P0318,2025-05-06,Seedling,high,Monitor for stem borer — scout field edges.,ml_model
P0318,2025-03-12,Maturity,medium,Delay fertilizer until rainfall subsides.,weather_service
P0318,2025-04-04,Germination,high,Field conditions stable — continue regular monitoring.,ml_model
P0319,2025-05-18,Panicle Initiation,low,Monitor for stem borer — scout field edges.,rule_engine
P0319,2025-01-04,Tillering,low,Field conditions stable — continue regular monitoring.,ml_model
P0319,2025-03-26,Maturity,medium,Monitor for stem borer — scout field edges.,rule_engine
P0319,2025-01-23,Germination,medium,Delay fertilizer until rainfall subsides.,ml_model
P0319,2025-03-05,Panicle Initiation,high,Do not irrigate today — soil moisture adequate.,rule_engine
P0319,2025-02-03,Seedling,medium,Field conditions stable — continue regular monitoring.,rule_engine
P0320,2025-06-21,Flowering,low,Delay fertilizer until rainfall subsides.,weather_service
P0320,2025-01-04,Flowering,high,Do not irrigate today — soil moisture adequate.,rule_engine
P0320,2025-05-14,Tillering,high,Apply light irrigation in evening.,ml_model
P0320,2025-05-26,Seedling,low,Apply light irrigation in evening.,ml_model
P0320,2025-03-17,Maturity,medium,Monitor for stem borer — scout field edges.,weather_service
P0320,2025-02-14,Seedling,low,Monitor for stem borer — scout field edges.,weather_service
P0320,2025-02-02,Flowering,low,Apply light irrigation in evening.,ml_model
P0321,2025-01-09,Germination,high,Do not irrigate today — soil moisture adequate.,weather_service
P0321,2025-05-10,Vegetative,high,Monitor for stem borer — scout field edges.,rule_engine
P0322,2025-02-09,Flowering,medium,Monitor for stem borer — scout field edges.,ml_model
P0322,2025-05-12,Peg Formation,low,Monitor for stem borer — scout field edges.,weather_service
P0323,2025-05-10,Peg Formation,high,Delay fertilizer until rainfall subsides.,weather_service
P0323,2025-05-12,Maturity,high,Do not irrigate today — soil moisture adequate.,rule_engine
P0323,2025-05-28,Flowering,medium,Apply light irrigation in evening.,rule_engine
P0323,2025-07-02,Flowering,low,Delay fertilizer until rainfall subsides.,ml_model
P0323,2025-03-24,Vegetative,low,Do not irrigate today — soil moisture adequate.,weather_service
P0323,2025-04-25,Maturity,medium,Do not irrigate today — soil moisture adequate.,weather_service
P0323,2025-01-16,Flowering,low,Do not irrigate today — soil moisture adequate.,weather_service
P0324,2025-03-18,Tillering,low,Delay fertilizer until rainfall subsides.,weather_service
P0324,2025-05-30,Germination,low,Delay fertilizer until rainfall subsides.,ml_model
P0325,2025-02-28,Seedling,low,Delay fertilizer until rainfall subsides.,rule_engine
P0325,2025-04-24,Vegetative,high,Monitor for stem borer — scout field edges.,rule_engine
P0325,2025-01-28,Panicle Initiation,medium,Apply light irrigation in evening.,ml_model
P0325,2025-03-23,Panicle Initiation,high,Field conditions stable — continue regular monitoring.,weather_service
P0325,2025-04-04,Maturity,low,Do not irrigate today — soil moisture adequate.,rule_engine
P0325,2025-03-08,Vegetative,low,Do not irrigate today — soil moisture adequate.,rule_engine
P0326,2025-02-28,Panicle Initiation,low,Do not irrigate today — soil moisture adequate.,ml_model
P0326,2025-03-31,Panicle Initiation,high,Field conditions stable — continue regular monitoring.,ml_model
P0326,2025-05-09,Maturity,high,Field conditions stable — continue regular monitoring.,weather_service
P0326,2025-03-23,Flowering,high,Field conditions stable — continue regular monitoring.,weather_service
P0326,2025-06-06,Tillering,medium,Field conditions stable — continue regular monitoring.,rule_engine
P0326,2025-04-12,Maturity,high,Delay fertilizer until rainfall subsides.,ml_model
P0327,2025-03-06,Flowering,medium,Apply light irrigation in evening.,ml_model
P0327,2025-01-24,Flowering,medium,Delay fertilizer until rainfall subsides.,ml_model
P0327,2025-02-25,Germination,high,Apply light irrigation in evening.,ml_model
P0327,2025-03-17,Flowering,high,Delay fertilizer until rainfall subsides.,weather_service
P0327,2025-01-08,Maturity,medium,Do not irrigate today — soil moisture adequate.,rule_engine
P0327,2025-04-10,Maturity,low,Field conditions stable — continue regular monitoring.,weather_service
