canonical_answer_id,intent,intent_tamil,crop,crop_tamil,soil_type,soil_tamil,answer
CA_01001,irrigation,நீர் பாசனம்,tapioca,மரவள்ளி,laterite,சரளை மண்,"மரவள்ளி பயிருக்கு நீர் தேவை மண், வளர்ச்சி நிலை, மழை மற்றும் பாசன முறையைப் பொறுத்தது. மண் ஈரப்பதத்தை கண்காணித்து, நீர் தேங்காமல் பாசனம் செய்ய வேண்டும். துல்லியமான அளவை உள்ளூர் வேளாண்மை பரிந்துரையுடன் உறுதி செய்யுங்கள்."
CA_01002,irrigation,நீர் பாசனம்,drumstick,முருங்கை,red,செம்மண்,"முருங்கை பயிருக்கு நீர் தேவை மண், வளர்ச்சி நிலை, மழை மற்றும் பாசன முறையைப் பொறுத்தது. மண் ஈரப்பதத்தை கண்காணித்து, நீர் தேங்காமல் பாசனம் செய்ய வேண்டும். துல்லியமான அளவை உள்ளூர் வேளாண்மை பரிந்துரையுடன் உறுதி செய்யுங்கள்."
CA_01003,irrigation,நீர் பாசனம்,drumstick,முருங்கை,black,கரிசல் மண்,"முருங்கை பயிருக்கு நீர் தேவை மண், வளர்ச்சி நிலை, மழை மற்றும் பாசன முறையைப் பொறுத்தது. மண் ஈரப்பதத்தை கண்காணித்து, நீர் தேங்காமல் பாசனம் செய்ய வேண்டும். துல்லியமான அளவை உள்ளூர் வேளாண்மை பரிந்துரையுடன் உறுதி செய்யுங்கள்."
CA_01004,irrigation,நீர் பாசனம்,drumstick,முருங்கை,alluvial,வண்டல் மண்,"முருங்கை பயிருக்கு நீர் தேவை மண், வளர்ச்சி நிலை, மழை மற்றும் பாசன முறையைப் பொறுத்தது. மண் ஈரப்பதத்தை கண்காணித்து, நீர் தேங்காமல் பாசனம் செய்ய வேண்டும். துல்லியமான அளவை உள்ளூர் வேளாண்மை பரிந்துரையுடன் உறுதி செய்யுங்கள்."
CA_01005,irrigation,நீர் பாசனம்,drumstick,முருங்கை,sandy,மணல் மண்,"முருங்கை பயிருக்கு நீர் தேவை மண், வளர்ச்சி நிலை, மழை மற்றும் பாசன முறையைப் பொறுத்தது. மண் ஈரப்பதத்தை கண்காணித்து, நீர் தேங்காமல் பாசனம் செய்ய வேண்டும். துல்லியமான அளவை உள்ளூர் வேளாண்மை பரிந்துரையுடன் உறுதி செய்யுங்கள்."
CA_01006,irrigation,நீர் பாசனம்,drumstick,முருங்கை,clay,களிமண்,"முருங்கை பயிருக்கு நீர் தேவை மண், வளர்ச்சி நிலை, மழை மற்றும் பாசன முறையைப் பொறுத்தது. மண் ஈரப்பதத்தை கண்காணித்து, நீர் தேங்காமல் பாசனம் செய்ய வேண்டும். துல்லியமான அளவை உள்ளூர் வேளாண்மை பரிந்துரையுடன் உறுதி செய்யுங்கள்."
CA_01007,irrigation,நீர் பாசனம்,drumstick,முருங்கை,loamy,கலப்பு மண்,"முருங்கை பயிருக்கு நீர் தேவை மண், வளர்ச்சி நிலை, மழை மற்றும் பாசன முறையைப் பொறுத்தது. மண் ஈரப்பதத்தை கண்காணித்து, நீர் தேங்காமல் பாசனம் செய்ய வேண்டும். துல்லியமான அளவை உள்ளூர் வேளாண்மை பரிந்துரையுடன் உறுதி செய்யுங்கள்."
CA_01008,irrigation,நீர் பாசனம்,drumstick,முருங்கை,laterite,சரளை மண்,"முருங்கை பயிருக்கு நீர் தேவை மண், வளர்ச்சி நிலை, மழை மற்றும் பாசன முறையைப் பொறுத்தது. மண் ஈரப்பதத்தை கண்காணித்து, நீர் தேங்காமல் பாசனம் செய்ய வேண்டும். துல்லியமான அளவை உள்ளூர் வேளாண்மை பரிந்துரையுடன் உறுதி செய்யுங்கள்."
CA_01009,pest,பூச்சி மேலாண்மை,rice,நெல்,red,செம்மண்,"நெல் பயிரில் அறிகுறியை முதலில் சரியாக அடையாளம் காண வேண்டும். புகைப்படம்/கள ஆய்வு மூலம் உறுதி செய்து, தேவையற்ற மருந்து பயன்பாட்டைத் தவிர்த்து, உள்ளூர் வேளாண்மை அதிகாரி அல்லது TNAU பரிந்துரையைப் பின்பற்றுங்கள்."
CA_01010,pest,பூச்சி மேலாண்மை,rice,நெல்,black,கரிசல் மண்,"நெல் பயிரில் அறிகுறியை முதலில் சரியாக அடையாளம் காண வேண்டும். புகைப்படம்/கள ஆய்வு மூலம் உறுதி செய்து, தேவையற்ற மருந்து பயன்பாட்டைத் தவிர்த்து, உள்ளூர் வேளாண்மை அதிகாரி அல்லது TNAU பரிந்துரையைப் பின்பற்றுங்கள்."
CA_01011,pest,பூச்சி மேலாண்மை,rice,நெல்,alluvial,வண்டல் மண்,"நெல் பயிரில் அறிகுறியை முதலில் சரியாக அடையாளம் காண வேண்டும். புகைப்படம்/கள ஆய்வு மூலம் உறுதி செய்து, தேவையற்ற மருந்து பயன்பாட்டைத் தவிர்த்து, உள்ளூர் வேளாண்மை அதிகாரி அல்லது TNAU பரிந்துரையைப் பின்பற்றுங்கள்."
CA_01012,pest,பூச்சி மேலாண்மை,rice,நெல்,sandy,மணல் மண்,"நெல் பயிரில் அறிகுறியை முதலில் சரியாக அடையாளம் காண வேண்டும். புகைப்படம்/கள ஆய்வு மூலம் உறுதி செய்து, தேவையற்ற மருந்து பயன்பாட்டைத் தவிர்த்து, உள்ளூர் வேளாண்மை அதிகாரி அல்லது TNAU பரிந்துரையைப் பின்பற்றுங்கள்."
CA_01013,pest,பூச்சி மேலாண்மை,rice,நெல்,clay,களிமண்,"நெல் பயிரில் அறிகுறியை முதலில் சரியாக அடையாளம் காண வேண்டும். புகைப்படம்/கள ஆய்வு மூலம் உறுதி செய்து, தேவையற்ற மருந்து பயன்பாட்டைத் தவிர்த்து, உள்ளூர் வேளாண்மை அதிகாரி அல்லது TNAU பரிந்துரையைப் பின்பற்றுங்கள்."
CA_01014,pest,பூச்சி மேலாண்மை,rice,நெல்,loamy,கலப்பு மண்,"நெல் பயிரில் அறிகுறியை முதலில் சரியாக அடையாளம் காண வேண்டும். புகைப்படம்/கள ஆய்வு மூலம் உறுதி செய்து, தேவையற்ற மருந்து பயன்பாட்டைத் தவிர்த்து, உள்ளூர் வேளாண்மை அதிகாரி அல்லது TNAU பரிந்துரையைப் பின்பற்றுங்கள்."
CA_01015,pest,பூச்சி மேலாண்மை,rice,நெல்,laterite,சரளை மண்,"நெல் பயிரில் அறிகுறியை முதலில் சரியாக அடையாளம் காண வேண்டும். புகைப்படம்/கள ஆய்வு மூலம் உறுதி செய்து, தேவையற்ற மருந்து பயன்பாட்டைத் தவிர்த்து, உள்ளூர் வேளாண்மை அதிகாரி அல்லது TNAU பரிந்துரையைப் பின்பற்றுங்கள்."
CA_01016,pest,பூச்சி மேலாண்மை,banana,வாழை,red,செம்மண்,"வாழை பயிரில் அறிகுறியை முதலில் சரியாக அடையாளம் காண வேண்டும். புகைப்படம்/கள ஆய்வு மூலம் உறுதி செய்து, தேவையற்ற மருந்து பயன்பாட்டைத் தவிர்த்து, உள்ளூர் வேளாண்மை அதிகாரி அல்லது TNAU பரிந்துரையைப் பின்பற்றுங்கள்."
CA_01017,pest,பூச்சி மேலாண்மை,banana,வாழை,black,கரிசல் மண்,"வாழை பயிரில் அறிகுறியை முதலில் சரியாக அடையாளம் காண வேண்டும். புகைப்படம்/கள ஆய்வு மூலம் உறுதி செய்து, தேவையற்ற மருந்து பயன்பாட்டைத் தவிர்த்து, உள்ளூர் வேளாண்மை அதிகாரி அல்லது TNAU பரிந்துரையைப் பின்பற்றுங்கள்."
CA_01018,pest,பூச்சி மேலாண்மை,banana,வாழை,alluvial,வண்டல் மண்,"வாழை பயிரில் அறிகுறியை முதலில் சரியாக அடையாளம் காண வேண்டும். புகைப்படம்/கள ஆய்வு மூலம் உறுதி செய்து, தேவையற்ற மருந்து பயன்பாட்டைத் தவிர்த்து, உள்ளூர் வேளாண்மை அதிகாரி அல்லது TNAU பரிந்துரையைப் பின்பற்றுங்கள்."
CA_01019,pest,பூச்சி மேலாண்மை,banana,வாழை,sandy,மணல் மண்,"வாழை பயிரில் அறிகுறியை முதலில் சரியாக அடையாளம் காண வேண்டும். புகைப்படம்/கள ஆய்வு மூலம் உறுதி செய்து, தேவையற்ற மருந்து பயன்பாட்டைத் தவிர்த்து, உள்ளூர் வேளாண்மை அதிகாரி அல்லது TNAU பரிந்துரையைப் பின்பற்றுங்கள்."
CA_01020,pest,பூச்சி மேலாண்மை,banana,வாழை,clay,களிமண்,"வாழை பயிரில் அறிகுறியை முதலில் சரியாக அடையாளம் காண வேண்டும். புகைப்படம்/கள ஆய்வு மூலம் உறுதி செய்து, தேவையற்ற மருந்து பயன்பாட்டைத் தவிர்த்து, உள்ளூர் வேளாண்மை அதிகாரி அல்லது TNAU பரிந்துரையைப் பின்பற்றுங்கள்."
CA_01021,pest,பூச்சி மேலாண்மை,banana,வாழை,loamy,கலப்பு மண்,"வாழை பயிரில் அறிகுறியை முதலில் சரியாக அடையாளம் காண வேண்டும். புகைப்படம்/கள ஆய்வு மூலம் உறுதி செய்து, தேவையற்ற மருந்து பயன்பாட்டைத் தவிர்த்து, உள்ளூர் வேளாண்மை அதிகாரி அல்லது TNAU பரிந்துரையைப் பின்பற்றுங்கள்."
CA_01022,pest,பூச்சி மேலாண்மை,banana,வாழை,laterite,சரளை மண்,"வாழை பயிரில் அறிகுறியை முதலில் சரியாக அடையாளம் காண வேண்டும். புகைப்படம்/கள ஆய்வு மூலம் உறுதி செய்து, தேவையற்ற மருந்து பயன்பாட்டைத் தவிர்த்து, உள்ளூர் வேளாண்மை அதிகாரி அல்லது TNAU பரிந்துரையைப் பின்பற்றுங்கள்."
CA_01023,pest,பூச்சி மேலாண்மை,sugarcane,கரும்பு,red,செம்மண்,"கரும்பு பயிரில் அறிகுறியை முதலில் சரியாக அடையாளம் காண வேண்டும். புகைப்படம்/கள ஆய்வு மூலம் உறுதி செய்து, தேவையற்ற மருந்து பயன்பாட்டைத் தவிர்த்து, உள்ளூர் வேளாண்மை அதிகாரி அல்லது TNAU பரிந்துரையைப் பின்பற்றுங்கள்."
CA_01024,pest,பூச்சி மேலாண்மை,sugarcane,கரும்பு,black,கரிசல் மண்,"கரும்பு பயிரில் அறிகுறியை முதலில் சரியாக அடையாளம் காண வேண்டும். புகைப்படம்/கள ஆய்வு மூலம் உறுதி செய்து, தேவையற்ற மருந்து பயன்பாட்டைத் தவிர்த்து, உள்ளூர் வேளாண்மை அதிகாரி அல்லது TNAU பரிந்துரையைப் பின்பற்றுங்கள்."
CA_01025,pest,பூச்சி மேலாண்மை,sugarcane,கரும்பு,alluvial,வண்டல் மண்,"கரும்பு பயிரில் அறிகுறியை முதலில் சரியாக அடையாளம் காண வேண்டும். புகைப்படம்/கள ஆய்வு மூலம் உறுதி செய்து, தேவையற்ற மருந்து பயன்பாட்டைத் தவிர்த்து, உள்ளூர் வேளாண்மை அதிகாரி அல்லது TNAU பரிந்துரையைப் பின்பற்றுங்கள்."
CA_01026,pest,பூச்சி மேலாண்மை,sugarcane,கரும்பு,sandy,மணல் மண்,"கரும்பு பயிரில் அறிகுறியை முதலில் சரியாக அடையாளம் காண வேண்டும். புகைப்படம்/கள ஆய்வு மூலம் உறுதி செய்து, தேவையற்ற மருந்து பயன்பாட்டைத் தவிர்த்து, உள்ளூர் வேளாண்மை அதிகாரி அல்லது TNAU பரிந்துரையைப் பின்பற்றுங்கள்."
CA_01027,pest,பூச்சி மேலாண்மை,sugarcane,கரும்பு,clay,களிமண்,"கரும்பு பயிரில் அறிகுறியை முதலில் சரியாக அடையாளம் காண வேண்டும். புகைப்படம்/கள ஆய்வு மூலம் உறுதி செய்து, தேவையற்ற மருந்து பயன்பாட்டைத் தவிர்த்து, உள்ளூர் வேளாண்மை அதிகாரி அல்லது TNAU பரிந்துரையைப் பின்பற்றுங்கள்."
CA_01028,pest,பூச்சி மேலாண்மை,sugarcane,கரும்பு,loamy,கலப்பு மண்,"கரும்பு பயிரில் அறிகுறியை முதலில் சரியாக அடையாளம் காண வேண்டும். புகைப்படம்/கள ஆய்வு மூலம் உறுதி செய்து, தேவையற்ற மருந்து பயன்பாட்டைத் தவிர்த்து, உள்ளூர் வேளாண்மை அதிகாரி அல்லது TNAU பரிந்துரையைப் பின்பற்றுங்கள்."
CA_01029,pest,பூச்சி மேலாண்மை,sugarcane,கரும்பு,laterite,சரளை மண்,"கரும்பு பயிரில் அறிகுறியை முதலில் சரியாக அடையாளம் காண வேண்டும். புகைப்படம்/கள ஆய்வு மூலம் உறுதி செய்து, தேவையற்ற மருந்து பயன்பாட்டைத் தவிர்த்து, உள்ளூர் வேளாண்மை அதிகாரி அல்லது TNAU பரிந்துரையைப் பின்பற்றுங்கள்."
CA_01030,pest,பூச்சி மேலாண்மை,cotton,பருத்தி,red,செம்மண்,"பருத்தி பயிரில் அறிகுறியை முதலில் சரியாக அடையாளம் காண வேண்டும். புகைப்படம்/கள ஆய்வு மூலம் உறுதி செய்து, தேவையற்ற மருந்து பயன்பாட்டைத் தவிர்த்து, உள்ளூர் வேளாண்மை அதிகாரி அல்லது TNAU பரிந்துரையைப் பின்பற்றுங்கள்."
CA_01031,pest,பூச்சி மேலாண்மை,cotton,பருத்தி,black,கரிசல் மண்,"பருத்தி பயிரில் அறிகுறியை முதலில் சரியாக அடையாளம் காண வேண்டும். புகைப்படம்/கள ஆய்வு மூலம் உறுதி செய்து, தேவையற்ற மருந்து பயன்பாட்டைத் தவிர்த்து, உள்ளூர் வேளாண்மை அதிகாரி அல்லது TNAU பரிந்துரையைப் பின்பற்றுங்கள்."
CA_01032,pest,பூச்சி மேலாண்மை,cotton,பருத்தி,alluvial,வண்டல் மண்,"பருத்தி பயிரில் அறிகுறியை முதலில் சரியாக அடையாளம் காண வேண்டும். புகைப்படம்/கள ஆய்வு மூலம் உறுதி செய்து, தேவையற்ற மருந்து பயன்பாட்டைத் தவிர்த்து, உள்ளூர் வேளாண்மை அதிகாரி அல்லது TNAU பரிந்துரையைப் பின்பற்றுங்கள்."
CA_01033,pest,பூச்சி மேலாண்மை,cotton,பருத்தி,sandy,மணல் மண்,"பருத்தி பயிரில் அறிகுறியை முதலில் சரியாக அடையாளம் காண வேண்டும். புகைப்படம்/கள ஆய்வு மூலம் உறுதி செய்து, தேவையற்ற மருந்து பயன்பாட்டைத் தவிர்த்து, உள்ளூர் வேளாண்மை அதிகாரி அல்லது TNAU பரிந்துரையைப் பின்பற்றுங்கள்."
CA_01034,pest,பூச்சி மேலாண்மை,cotton,பருத்தி,clay,களிமண்,"பருத்தி பயிரில் அறிகுறியை முதலில் சரியாக அடையாளம் காண வேண்டும். புகைப்படம்/கள ஆய்வு மூலம் உறுதி செய்து, தேவையற்ற மருந்து பயன்பாட்டைத் தவிர்த்து, உள்ளூர் வேளாண்மை அதிகாரி அல்லது TNAU பரிந்துரையைப் பின்பற்றுங்கள்."
CA_01035,pest,பூச்சி மேலாண்மை,cotton,பருத்தி,loamy,கலப்பு மண்,"பருத்தி பயிரில் அறிகுறியை முதலில் சரியாக அடையாளம் காண வேண்டும். புகைப்படம்/கள ஆய்வு மூலம் உறுதி செய்து, தேவையற்ற மருந்து பயன்பாட்டைத் தவிர்த்து, உள்ளூர் வேளாண்மை அதிகாரி அல்லது TNAU பரிந்துரையைப் பின்பற்றுங்கள்."
CA_01036,pest,பூச்சி மேலாண்மை,cotton,பருத்தி,laterite,சரளை மண்,"பருத்தி பயிரில் அறிகுறியை முதலில் சரியாக அடையாளம் காண வேண்டும். புகைப்படம்/கள ஆய்வு மூலம் உறுதி செய்து, தேவையற்ற மருந்து பயன்பாட்டைத் தவிர்த்து, உள்ளூர் வேளாண்மை அதிகாரி அல்லது TNAU பரிந்துரையைப் பின்பற்றுங்கள்."
CA_01037,pest,பூச்சி மேலாண்மை,groundnut,நிலக்கடலை,red,செம்மண்,"நிலக்கடலை பயிரில் அறிகுறியை முதலில் சரியாக அடையாளம் காண வேண்டும். புகைப்படம்/கள ஆய்வு மூலம் உறுதி செய்து, தேவையற்ற மருந்து பயன்பாட்டைத் தவிர்த்து, உள்ளூர் வேளாண்மை அதிகாரி அல்லது TNAU பரிந்துரையைப் பின்பற்றுங்கள்."
CA_01038,pest,பூச்சி மேலாண்மை,groundnut,நிலக்கடலை,black,கரிசல் மண்,"நிலக்கடலை பயிரில் அறிகுறியை முதலில் சரியாக அடையாளம் காண வேண்டும். புகைப்படம்/கள ஆய்வு மூலம் உறுதி செய்து, தேவையற்ற மருந்து பயன்பாட்டைத் தவிர்த்து, உள்ளூர் வேளாண்மை அதிகாரி அல்லது TNAU பரிந்துரையைப் பின்பற்றுங்கள்."
CA_01039,pest,பூச்சி மேலாண்மை,groundnut,நிலக்கடலை,alluvial,வண்டல் மண்,"நிலக்கடலை பயிரில் அறிகுறியை முதலில் சரியாக அடையாளம் காண வேண்டும். புகைப்படம்/கள ஆய்வு மூலம் உறுதி செய்து, தேவையற்ற மருந்து பயன்பாட்டைத் தவிர்த்து, உள்ளூர் வேளாண்மை அதிகாரி அல்லது TNAU பரிந்துரையைப் பின்பற்றுங்கள்."
CA_01040,pest,பூச்சி மேலாண்மை,groundnut,நிலக்கடலை,sandy,மணல் மண்,"நிலக்கடலை பயிரில் அறிகுறியை முதலில் சரியாக அடையாளம் காண வேண்டும். புகைப்படம்/கள ஆய்வு மூலம் உறுதி செய்து, தேவையற்ற மருந்து பயன்பாட்டைத் தவிர்த்து, உள்ளூர் வேளாண்மை அதிகாரி அல்லது TNAU பரிந்துரையைப் பின்பற்றுங்கள்."
CA_01041,pest,பூச்சி மேலாண்மை,groundnut,நிலக்கடலை,clay,களிமண்,"நிலக்கடலை பயிரில் அறிகுறியை முதலில் சரியாக அடையாளம் காண வேண்டும். புகைப்படம்/கள ஆய்வு மூலம் உறுதி செய்து, தேவையற்ற மருந்து பயன்பாட்டைத் தவிர்த்து, உள்ளூர் வேளாண்மை அதிகாரி அல்லது TNAU பரிந்துரையைப் பின்பற்றுங்கள்."
CA_01042,pest,பூச்சி மேலாண்மை,groundnut,நிலக்கடலை,loamy,கலப்பு மண்,"நிலக்கடலை பயிரில் அறிகுறியை முதலில் சரியாக அடையாளம் காண வேண்டும். புகைப்படம்/கள ஆய்வு மூலம் உறுதி செய்து, தேவையற்ற மருந்து பயன்பாட்டைத் தவிர்த்து, உள்ளூர் வேளாண்மை அதிகாரி அல்லது TNAU பரிந்துரையைப் பின்பற்றுங்கள்."
CA_01043,pest,பூச்சி மேலாண்மை,groundnut,நிலக்கடலை,laterite,சரளை மண்,"நிலக்கடலை பயிரில் அறிகுறியை முதலில் சரியாக அடையாளம் காண வேண்டும். புகைப்படம்/கள ஆய்வு மூலம் உறுதி செய்து, தேவையற்ற மருந்து பயன்பாட்டைத் தவிர்த்து, உள்ளூர் வேளாண்மை அதிகாரி அல்லது TNAU பரிந்துரையைப் பின்பற்றுங்கள்."
CA_01044,pest,பூச்சி மேலாண்மை,maize,மக்காச்சோளம்,red,செம்மண்,"மக்காச்சோளம் பயிரில் அறிகுறியை முதலில் சரியாக அடையாளம் காண வேண்டும். புகைப்படம்/கள ஆய்வு மூலம் உறுதி செய்து, தேவையற்ற மருந்து பயன்பாட்டைத் தவிர்த்து, உள்ளூர் வேளாண்மை அதிகாரி அல்லது TNAU பரிந்துரையைப் பின்பற்றுங்கள்."
CA_01045,pest,பூச்சி மேலாண்மை,maize,மக்காச்சோளம்,black,கரிசல் மண்,"மக்காச்சோளம் பயிரில் அறிகுறியை முதலில் சரியாக அடையாளம் காண வேண்டும். புகைப்படம்/கள ஆய்வு மூலம் உறுதி செய்து, தேவையற்ற மருந்து பயன்பாட்டைத் தவிர்த்து, உள்ளூர் வேளாண்மை அதிகாரி அல்லது TNAU பரிந்துரையைப் பின்பற்றுங்கள்."
CA_01046,pest,பூச்சி மேலாண்மை,maize,மக்காச்சோளம்,alluvial,வண்டல் மண்,"மக்காச்சோளம் பயிரில் அறிகுறியை முதலில் சரியாக அடையாளம் காண வேண்டும். புகைப்படம்/கள ஆய்வு மூலம் உறுதி செய்து, தேவையற்ற மருந்து பயன்பாட்டைத் தவிர்த்து, உள்ளூர் வேளாண்மை அதிகாரி அல்லது TNAU பரிந்துரையைப் பின்பற்றுங்கள்."
CA_01047,pest,பூச்சி மேலாண்மை,maize,மக்காச்சோளம்,sandy,மணல் மண்,"மக்காச்சோளம் பயிரில் அறிகுறியை முதலில் சரியாக அடையாளம் காண வேண்டும். புகைப்படம்/கள ஆய்வு மூலம் உறுதி செய்து, தேவையற்ற மருந்து பயன்பாட்டைத் தவிர்த்து, உள்ளூர் வேளாண்மை அதிகாரி அல்லது TNAU பரிந்துரையைப் பின்பற்றுங்கள்."
CA_01048,pest,பூச்சி மேலாண்மை,maize,மக்காச்சோளம்,clay,களிமண்,"மக்காச்சோளம் பயிரில் அறிகுறியை முதலில் சரியாக அடையாளம் காண வேண்டும். புகைப்படம்/கள ஆய்வு மூலம் உறுதி செய்து, தேவையற்ற மருந்து பயன்பாட்டைத் தவிர்த்து, உள்ளூர் வேளாண்மை அதிகாரி அல்லது TNAU பரிந்துரையைப் பின்பற்றுங்கள்."
CA_01049,pest,பூச்சி மேலாண்மை,maize,மக்காச்சோளம்,loamy,கலப்பு மண்,"மக்காச்சோளம் பயிரில் அறிகுறியை முதலில் சரியாக அடையாளம் காண வேண்டும். புகைப்படம்/கள ஆய்வு மூலம் உறுதி செய்து, தேவையற்ற மருந்து பயன்பாட்டைத் தவிர்த்து, உள்ளூர் வேளாண்மை அதிகாரி அல்லது TNAU பரிந்துரையைப் பின்பற்றுங்கள்."
CA_01050,pest,பூச்சி மேலாண்மை,maize,மக்காச்சோளம்,laterite,சரளை மண்,"மக்காச்சோளம் பயிரில் அறிகுறியை முதலில் சரியாக அடையாளம் காண வேண்டும். புகைப்படம்/கள ஆய்வு மூலம் உறுதி செய்து, தேவையற்ற மருந்து பயன்பாட்டைத் தவிர்த்து, உள்ளூர் வேளாண்மை அதிகாரி அல்லது TNAU பரிந்துரையைப் பின்பற்றுங்கள்."
CA_01051,pest,பூச்சி மேலாண்மை,millet,சிறுதானியம்,red,செம்மண்,"சிறுதானியம் பயிரில் அறிகுறியை முதலில் சரியாக அடையாளம் காண வேண்டும். புகைப்படம்/கள ஆய்வு மூலம் உறுதி செய்து, தேவையற்ற மருந்து பயன்பாட்டைத் தவிர்த்து, உள்ளூர் வேளாண்மை அதிகாரி அல்லது TNAU பரிந்துரையைப் பின்பற்றுங்கள்."
CA_01052,pest,பூச்சி மேலாண்மை,millet,சிறுதானியம்,black,கரிசல் மண்,"சிறுதானியம் பயிரில் அறிகுறியை முதலில் சரியாக அடையாளம் காண வேண்டும். புகைப்படம்/கள ஆய்வு மூலம் உறுதி செய்து, தேவையற்ற மருந்து பயன்பாட்டைத் தவிர்த்து, உள்ளூர் வேளாண்மை அதிகாரி அல்லது TNAU பரிந்துரையைப் பின்பற்றுங்கள்."
CA_01053,pest,பூச்சி மேலாண்மை,millet,சிறுதானியம்,alluvial,வண்டல் மண்,"சிறுதானியம் பயிரில் அறிகுறியை முதலில் சரியாக அடையாளம் காண வேண்டும். புகைப்படம்/கள ஆய்வு மூலம் உறுதி செய்து, தேவையற்ற மருந்து பயன்பாட்டைத் தவிர்த்து, உள்ளூர் வேளாண்மை அதிகாரி அல்லது TNAU பரிந்துரையைப் பின்பற்றுங்கள்."
CA_01054,pest,பூச்சி மேலாண்மை,millet,சிறுதானியம்,sandy,மணல் மண்,"சிறுதானியம் பயிரில் அறிகுறியை முதலில் சரியாக அடையாளம் காண வேண்டும். புகைப்படம்/கள ஆய்வு மூலம் உறுதி செய்து, தேவையற்ற மருந்து பயன்பாட்டைத் தவிர்த்து, உள்ளூர் வேளாண்மை அதிகாரி அல்லது TNAU பரிந்துரையைப் பின்பற்றுங்கள்."
CA_01055,pest,பூச்சி மேலாண்மை,millet,சிறுதானியம்,clay,களிமண்,"சிறுதானியம் பயிரில் அறிகுறியை முதலில் சரியாக அடையாளம் காண வேண்டும். புகைப்படம்/கள ஆய்வு மூலம் உறுதி செய்து, தேவையற்ற மருந்து பயன்பாட்டைத் தவிர்த்து, உள்ளூர் வேளாண்மை அதிகாரி அல்லது TNAU பரிந்துரையைப் பின்பற்றுங்கள்."
CA_01056,pest,பூச்சி மேலாண்மை,millet,சிறுதானியம்,loamy,கலப்பு மண்,"சிறுதானியம் பயிரில் அறிகுறியை முதலில் சரியாக அடையாளம் காண வேண்டும். புகைப்படம்/கள ஆய்வு மூலம் உறுதி செய்து, தேவையற்ற மருந்து பயன்பாட்டைத் தவிர்த்து, உள்ளூர் வேளாண்மை அதிகாரி அல்லது TNAU பரிந்துரையைப் பின்பற்றுங்கள்."
CA_01057,pest,பூச்சி மேலாண்மை,millet,சிறுதானியம்,laterite,சரளை மண்,"சிறுதானியம் பயிரில் அறிகுறியை முதலில் சரியாக அடையாளம் காண வேண்டும். புகைப்படம்/கள ஆய்வு மூலம் உறுதி செய்து, தேவையற்ற மருந்து பயன்பாட்டைத் தவிர்த்து, உள்ளூர் வேளாண்மை அதிகாரி அல்லது TNAU பரிந்துரையைப் பின்பற்றுங்கள்."
CA_01058,pest,பூச்சி மேலாண்மை,tomato,தக்காளி,red,செம்மண்,"தக்காளி பயிரில் அறிகுறியை முதலில் சரியாக அடையாளம் காண வேண்டும். புகைப்படம்/கள ஆய்வு மூலம் உறுதி செய்து, தேவையற்ற மருந்து பயன்பாட்டைத் தவிர்த்து, உள்ளூர் வேளாண்மை அதிகாரி அல்லது TNAU பரிந்துரையைப் பின்பற்றுங்கள்."
CA_01059,pest,பூச்சி மேலாண்மை,tomato,தக்காளி,black,கரிசல் மண்,"தக்காளி பயிரில் அறிகுறியை முதலில் சரியாக அடையாளம் காண வேண்டும். புகைப்படம்/கள ஆய்வு மூலம் உறுதி செய்து, தேவையற்ற மருந்து பயன்பாட்டைத் தவிர்த்து, உள்ளூர் வேளாண்மை அதிகாரி அல்லது TNAU பரிந்துரையைப் பின்பற்றுங்கள்."
CA_01060,pest,பூச்சி மேலாண்மை,tomato,தக்காளி,alluvial,வண்டல் மண்,"தக்காளி பயிரில் அறிகுறியை முதலில் சரியாக அடையாளம் காண வேண்டும். புகைப்படம்/கள ஆய்வு மூலம் உறுதி செய்து, தேவையற்ற மருந்து பயன்பாட்டைத் தவிர்த்து, உள்ளூர் வேளாண்மை அதிகாரி அல்லது TNAU பரிந்துரையைப் பின்பற்றுங்கள்."
CA_01061,pest,பூச்சி மேலாண்மை,tomato,தக்காளி,sandy,மணல் மண்,"தக்காளி பயிரில் அறிகுறியை முதலில் சரியாக அடையாளம் காண வேண்டும். புகைப்படம்/கள ஆய்வு மூலம் உறுதி செய்து, தேவையற்ற மருந்து பயன்பாட்டைத் தவிர்த்து, உள்ளூர் வேளாண்மை அதிகாரி அல்லது TNAU பரிந்துரையைப் பின்பற்றுங்கள்."
CA_01062,pest,பூச்சி மேலாண்மை,tomato,தக்காளி,clay,களிமண்,"தக்காளி பயிரில் அறிகுறியை முதலில் சரியாக அடையாளம் காண வேண்டும். புகைப்படம்/கள ஆய்வு மூலம் உறுதி செய்து, தேவையற்ற மருந்து பயன்பாட்டைத் தவிர்த்து, உள்ளூர் வேளாண்மை அதிகாரி அல்லது TNAU பரிந்துரையைப் பின்பற்றுங்கள்."
CA_01063,pest,பூச்சி மேலாண்மை,tomato,தக்காளி,loamy,கலப்பு மண்,"தக்காளி பயிரில் அறிகுறியை முதலில் சரியாக அடையாளம் காண வேண்டும். புகைப்படம்/கள ஆய்வு மூலம் உறுதி செய்து, தேவையற்ற மருந்து பயன்பாட்டைத் தவிர்த்து, உள்ளூர் வேளாண்மை அதிகாரி அல்லது TNAU பரிந்துரையைப் பின்பற்றுங்கள்."
